,LSOA21 code,IMD score,IMD decile
4723,E01004985,8.311,9
11817,E01012450,8.313,9
30270,E01031887,8.313,9
31024,E01032695,8.314,9
27521,E01029001,8.315,9
12359,E01013016,8.316,9
27984,E01029495,8.316,9
6822,E01007184,8.317,9
25655,E01027021,8.318,9
18945,E01019965,8.318,9
25078,E01026406,8.319,9
143,E01000156,8.319,9
2165,E01002275,8.32,9
17569,E01018529,8.322,9
25123,E01026454,8.323,9
27507,E01028985,8.323,9
31484,E01033305,8.323,9
24804,E01026118,8.324,9
17557,E01018516,8.326,9
26777,E01028206,8.326,9
12686,E01013356,8.328,9
4319,E01004557,8.329,9
24909,E01026229,8.329,9
21322,E01022453,8.33,9
771,E01000804,8.331,9
14890,E01015684,8.332,9
31369,E01033142,8.333,9
28628,E01030173,8.334,9
21805,E01022975,8.335,9
19515,E01020558,8.336,9
2852,E01002997,8.337,9
8261,E01008680,8.342,9
5043,E01005333,8.342,9
10018,E01010547,8.342,9
13927,E01014669,8.342,9
20400,E01021479,8.343,9
22282,E01023470,8.344,9
24641,E01025948,8.344,9
6725,E01007081,8.344,9
25904,E01027286,8.344,9
20362,E01021441,8.345,9
2145,E01002255,8.345,9
21423,E01022564,8.345,9
25222,E01026557,8.345,9
2413,E01002535,8.346,9
329,E01000343,8.347,9
10996,E01011566,8.348,9
13205,E01013901,8.348,9
6635,E01006989,8.348,9
19027,E01020054,8.349,9
28443,E01029977,8.35,9
22127,E01023308,8.352,9
4675,E01004937,8.353,9
28929,E01030485,8.353,9
3618,E01003795,8.353,9
3855,E01004054,8.354,9
23960,E01025240,8.355,9
11930,E01012569,8.355,9
14257,E01015018,8.356,9
14840,E01015631,8.357,9
24403,E01025698,8.357,9
31195,E01032926,8.357,9
21567,E01022719,8.357,9
27085,E01028531,8.357,9
2133,E01002242,8.357,9
9196,E01009706,8.357,9
25548,E01026901,8.358,9
20297,E01021371,8.361,9
21069,E01022183,8.361,9
3573,E01003749,8.362,9
11451,E01012048,8.362,9
19284,E01020316,8.362,9
5526,E01005843,8.363,9
20276,E01021349,8.364,9
7847,E01008248,8.365,9
856,E01000895,8.367,9
27002,E01028444,8.367,9
15715,E01016547,8.367,9
16540,E01017421,8.367,9
5493,E01005810,8.368,9
30101,E01031704,8.369,9
9305,E01009817,8.37,9
29687,E01031269,8.37,9
23508,E01024773,8.37,9
16498,E01017372,8.371,9
29330,E01030893,8.372,9
27912,E01029420,8.373,9
27997,E01029509,8.374,9
12172,E01012813,8.375,9
20076,E01021144,8.376,9
30217,E01031829,8.378,9
25227,E01026563,8.378,9
20703,E01021804,8.378,9
11335,E01011923,8.378,9
9598,E01010117,8.379,9
30266,E01031883,8.379,9
16845,E01017752,8.381,9
18307,E01019303,8.381,9
31443,E01033251,8.382,9
28642,E01030190,8.382,9
14433,E01015199,8.382,9
3568,E01003744,8.383,9
14352,E01015113,8.384,9
4727,E01004989,8.384,9
29322,E01030885,8.386,9
1327,E01001382,8.388,9
17296,E01018238,8.389,9
30468,E01032102,8.389,9
31524,E01033372,8.392,9
28249,E01029769,8.394,9
7658,E01008048,8.394,9
4389,E01004632,8.395,9
720,E01000752,8.395,9
3936,E01004136,8.396,9
10642,E01011186,8.396,9
30691,E01032337,8.397,9
18448,E01019449,8.397,9
9217,E01009727,8.397,9
26483,E01027897,8.398,9
24120,E01025406,8.4,9
27215,E01028673,8.401,9
28174,E01029690,8.402,9
23557,E01024825,8.404,9
13625,E01014348,8.404,9
17353,E01018299,8.405,9
29771,E01031356,8.405,9
6633,E01006987,8.406,9
30751,E01032400,8.406,9
17515,E01018473,8.41,9
3859,E01004058,8.41,9
28293,E01029813,8.411,9
4529,E01004789,8.413,9
20209,E01021281,8.413,9
17718,E01018684,8.414,9
7192,E01007561,8.414,9
4524,E01004784,8.416,9
23018,E01024253,8.416,9
18143,E01019129,8.417,9
29745,E01031330,8.417,9
23583,E01024851,8.42,9
26489,E01027904,8.42,9
26343,E01027745,8.42,9
24946,E01026269,8.421,9
159,E01000172,8.421,9
29436,E01031004,8.424,9
30113,E01031717,8.425,9
11920,E01012556,8.425,9
7784,E01008184,8.425,9
26359,E01027765,8.426,9
14064,E01014816,8.428,9
18330,E01019326,8.428,9
19776,E01020837,8.429,9
1471,E01001531,8.429,9
5525,E01005842,8.429,9
26931,E01028367,8.43,9
30054,E01031655,8.431,9
28945,E01030501,8.431,9
21414,E01022555,8.432,9
26376,E01027782,8.432,9
19229,E01020260,8.433,9
5531,E01005848,8.433,9
30943,E01032604,8.434,9
31854,E01035535,8.43448650825614,9
20523,E01021610,8.436,9
686,E01000717,8.436,9
25994,E01027379,8.436,9
24193,E01025484,8.437,9
9183,E01009692,8.438,9
21538,E01022689,8.438,9
17609,E01018571,8.44,9
27966,E01029475,8.443,9
16925,E01017833,8.444,9
31773,E01033717,8.445,9
11895,E01012531,8.446,9
5328,E01005634,8.446,9
29037,E01030595,8.447,9
3672,E01003849,8.448,9
974,E01001020,8.448,9
18316,E01019312,8.449,9
12668,E01013338,8.449,9
31142,E01032849,8.45,9
27546,E01029031,8.45,9
4441,E01004694,8.45,9
28865,E01030421,8.451,9
5339,E01005645,8.451,9
25715,E01027084,8.451,9
17691,E01018655,8.452,9
13976,E01014719,8.452,9
27297,E01028760,8.453,9
30529,E01032171,8.453,9
18882,E01019900,8.453,9
31397,E01033185,8.453,9
15792,E01016626,8.454,9
7377,E01007752,8.454,9
19645,E01020692,8.454,9
28856,E01030412,8.455,9
18664,E01019671,8.455,9
15452,E01016269,8.456,9
29152,E01030712,8.456,9
29992,E01031588,8.456,9
12171,E01012812,8.457,9
5381,E01005695,8.458,9
11472,E01012073,8.461,9
28761,E01030313,8.461,9
7234,E01007603,8.461,9
1045,E01001094,8.462,9
12696,E01013368,8.463,9
30118,E01031722,8.464,9
5245,E01005545,8.466,9
29369,E01030932,8.467,9
166,E01000179,8.467,9
4502,E01004761,8.467,9
21304,E01022432,8.467,9
4346,E01004587,8.468,9
8933,E01009420,8.468,9
2207,E01002318,8.47,9
21560,E01022712,8.472,9
27089,E01028536,8.473,9
14378,E01015140,8.473,9
21962,E01023134,8.473,9
18200,E01019190,8.473,9
20454,E01021533,8.475,9
2005,E01002108,8.475,9
7963,E01008368,8.475,9
29692,E01031275,8.476,9
23184,E01024431,8.477,9
3886,E01004085,8.478,9
2102,E01002210,8.478,9
30123,E01031727,8.478,9
21834,E01023004,8.478,9
16754,E01017655,8.479,9
13535,E01014258,8.48,9
16687,E01017582,8.48,9
9700,E01010220,8.482,9
31576,E01033443,8.482,9
30704,E01032351,8.483,9
19425,E01020464,8.483,9
17407,E01018358,8.484,9
3650,E01003827,8.485,9
7676,E01008066,8.485,9
13713,E01014441,8.485,9
26587,E01028009,8.486,9
12462,E01013121,8.488,9
28166,E01029682,8.488,9
26693,E01028119,8.489,9
18421,E01019422,8.489,9
2222,E01002333,8.49,9
14109,E01014862,8.492,9
22770,E01023983,8.493,9
21550,E01022702,8.493,9
1220,E01001274,8.494,9
3588,E01003765,8.499,9
29196,E01030757,8.499,9
30069,E01031670,8.499,9
27184,E01028641,8.5,9
25168,E01026503,8.503,9
30547,E01032189,8.503,9
10604,E01011146,8.504,9
30670,E01032316,8.504,9
17848,E01018822,8.504,9
16067,E01016924,8.504,9
27202,E01028660,8.505,9
16139,E01016997,8.505,9
1472,E01001532,8.506,9
31112,E01032818,8.507,9
11300,E01011887,8.508,9
16707,E01017603,8.509,9
3621,E01003798,8.509,9
12903,E01013580,8.51,9
24965,E01026289,8.514,9
28351,E01029872,8.514,9
13671,E01014396,8.515,9
17008,E01017920,8.516,9
10761,E01011311,8.516,9
5420,E01005736,8.517,9
22736,E01023946,8.519,9
21495,E01022643,8.519,9
29153,E01030713,8.52,9
26522,E01027944,8.521,9
29701,E01031284,8.522,9
807,E01000842,8.523,9
25729,E01027099,8.523,9
15303,E01016107,8.526,9
14916,E01015710,8.53,9
20965,E01022074,8.53,9
16503,E01017377,8.53,9
7964,E01008369,8.53,9
22354,E01023548,8.532,9
20383,E01021462,8.535,9
24148,E01025437,8.536,9
21280,E01022404,8.537,9
18594,E01019600,8.538,9
21028,E01022140,8.538,9
26185,E01027583,8.539,9
10752,E01011302,8.54,9
4352,E01004593,8.54,9
6508,E01006857,8.54,9
29686,E01031268,8.54,9
28375,E01029897,8.541,9
15039,E01015836,8.541,9
22492,E01023688,8.542,9
26178,E01027575,8.542,9
13274,E01013987,8.542,9
12488,E01013149,8.543,9
9348,E01009860,8.543,9
2749,E01002892,8.544,9
5124,E01005418,8.544,9
10733,E01011278,8.544,9
19411,E01020446,8.545,9
30324,E01031946,8.545,9
16187,E01017046,8.545,9
29914,E01031505,8.546,9
13666,E01014391,8.547,9
29268,E01030829,8.547,9
31107,E01032813,8.55,9
21714,E01022879,8.551,9
26288,E01027690,8.553,9
20186,E01021257,8.553,9
24805,E01026119,8.554,9
12508,E01013172,8.554,9
31420,E01033219,8.556,9
3880,E01004079,8.556,9
3874,E01004073,8.556,9
20061,E01021129,8.557,9
23021,E01024256,8.558,9
27058,E01028502,8.558,9
14073,E01014825,8.563,9
1552,E01001614,8.565,9
1330,E01001385,8.565,9
21973,E01023147,8.566,9
4433,E01004683,8.566,9
29904,E01031495,8.567,9
4785,E01005047,8.568,9
6065,E01006384,8.568,9
21602,E01022754,8.569,9
14019,E01014765,8.569,9
19535,E01020580,8.571,9
24304,E01025595,8.572,9
30954,E01032615,8.572,9
20160,E01021231,8.573,9
8106,E01008521,8.574,9
5426,E01005742,8.575,9
17279,E01018219,8.576,9
25696,E01027063,8.577,9
31625,E01033501,8.577,9
26053,E01027439,8.579,9
31306,E01033063,8.579,9
6074,E01006393,8.582,9
6081,E01006400,8.582,9
268,E01000282,8.582,9
24508,E01025809,8.582,9
4416,E01004660,8.583,9
27470,E01028947,8.583,8
29396,E01030960,8.584,8
24674,E01025981,8.585,8
18727,E01019734,8.585,8
29285,E01030846,8.586,8
5249,E01005549,8.589,8
2013,E01002116,8.59,8
17424,E01018375,8.591,8
19757,E01020817,8.592,8
5910,E01006229,8.594,8
22434,E01023629,8.595,8
9672,E01010192,8.595,8
3318,E01003477,8.595,8
31595,E01033465,8.596,8
27316,E01028783,8.597,8
11080,E01011655,8.598,8
25246,E01026582,8.599,8
1863,E01001963,8.6,8
21644,E01022798,8.602,8
1085,E01001135,8.602,8
28602,E01030145,8.604,8
30073,E01031674,8.604,8
28264,E01029784,8.605,8
396,E01000412,8.605,8
12590,E01013260,8.607,8
6902,E01007264,8.607,8
25984,E01027369,8.608,8
27348,E01028818,8.609,8
10552,E01011092,8.611,8
18911,E01019930,8.611,8
30473,E01032107,8.611,8
6532,E01006882,8.611,8
29966,E01031561,8.612,8
30311,E01031931,8.612,8
11857,E01012492,8.614,8
30566,E01032208,8.614,8
30428,E01032058,8.615,8
22515,E01023712,8.615,8
834,E01000873,8.615,8
7893,E01008294,8.615,8
30041,E01031642,8.615,8
15555,E01016380,8.615,8
5538,E01005855,8.615,8
11467,E01012065,8.616,8
15907,E01016758,8.616,8
22118,E01023299,8.618,8
17711,E01018677,8.619,8
25832,E01027209,8.619,8
6918,E01007280,8.62,8
15717,E01016549,8.62,8
15927,E01016780,8.624,8
13389,E01014103,8.624,8
3876,E01004075,8.625,8
30298,E01031918,8.626,8
1821,E01001919,8.626,8
2844,E01002989,8.627,8
18512,E01019517,8.628,8
993,E01001039,8.629,8
18750,E01019757,8.629,8
16360,E01017226,8.631,8
18697,E01019704,8.632,8
17725,E01018691,8.636,8
21625,E01022778,8.637,8
29327,E01030890,8.637,8
13779,E01014510,8.638,8
10956,E01011522,8.638,8
29109,E01030669,8.638,8
15725,E01016557,8.64,8
19887,E01020954,8.64,8
16581,E01017465,8.641,8
24723,E01026035,8.642,8
17341,E01018287,8.643,8
15009,E01015806,8.644,8
24398,E01025692,8.644,8
10661,E01011205,8.645,8
29739,E01031323,8.646,8
30478,E01032112,8.649,8
4270,E01004507,8.65,8
21011,E01022123,8.65,8
8254,E01008673,8.651,8
6510,E01006859,8.651,8
29341,E01030904,8.651,8
29119,E01030679,8.652,8
30534,E01032176,8.653,8
31692,E01033612,8.653,8
17178,E01018113,8.654,8
25235,E01026571,8.656,8
26020,E01027405,8.656,8
221,E01000234,8.657,8
19793,E01020855,8.657,8
4787,E01005049,8.658,8
27139,E01028592,8.659,8
13363,E01014077,8.66,8
11607,E01012227,8.661,8
11839,E01012473,8.662,8
28255,E01029775,8.663,8
14672,E01015447,8.663,8
28773,E01030325,8.663,8
24479,E01025777,8.663,8
13458,E01014176,8.664,8
23765,E01025038,8.665,8
14164,E01014918,8.665,8
15483,E01016303,8.665,8
25576,E01026931,8.665,8
11860,E01012495,8.666,8
3198,E01003355,8.667,8
30840,E01032491,8.667,8
17021,E01017933,8.668,8
2229,E01002340,8.668,8
21892,E01023062,8.67,8
5830,E01006148,8.67,8
30808,E01032458,8.673,8
16875,E01017783,8.673,8
23050,E01024286,8.673,8
17266,E01018206,8.674,8
22277,E01023465,8.675,8
10116,E01010645,8.68,8
11078,E01011653,8.68,8
20665,E01021766,8.681,8
27697,E01029194,8.682,8
12395,E01013053,8.682,8
25225,E01026560,8.683,8
11012,E01011584,8.683,8
7533,E01007921,8.683,8
3854,E01004053,8.683,8
29401,E01030965,8.684,8
28918,E01030474,8.684,8
9872,E01010398,8.684,8
617,E01000646,8.685,8
27325,E01028792,8.687,8
3967,E01004168,8.689,8
5277,E01005577,8.689,8
18795,E01019804,8.692,8
22111,E01023292,8.693,8
17199,E01018137,8.693,8
25699,E01027066,8.693,8
4682,E01004944,8.694,8
14008,E01014754,8.695,8
14184,E01014938,8.698,8
15607,E01016432,8.698,8
20322,E01021397,8.698,8
6029,E01006348,8.699,8
20803,E01021908,8.701,8
21975,E01023149,8.703,8
11127,E01011710,8.705,8
30578,E01032220,8.705,8
11524,E01012138,8.706,8
25963,E01027346,8.707,8
4261,E01004498,8.707,8
6584,E01006936,8.707,8
403,E01000419,8.707,8
2159,E01002269,8.709,8
21511,E01022660,8.71,8
22822,E01024043,8.71,8
15145,E01015944,8.711,8
7291,E01007663,8.711,8
30155,E01031764,8.713,8
9821,E01010346,8.714,8
4386,E01004629,8.717,8
2528,E01002657,8.719,8
306,E01000320,8.719,8
9311,E01009823,8.72,8
736,E01000768,8.72,8
2801,E01002946,8.721,8
16756,E01017658,8.721,8
24843,E01026160,8.723,8
17029,E01017941,8.723,8
23105,E01024344,8.726,8
8228,E01008647,8.727,8
27338,E01028807,8.727,8
19275,E01020306,8.727,8
19439,E01020478,8.728,8
941,E01000985,8.729,8
21077,E01022191,8.729,8
26833,E01028264,8.73,8
28125,E01029641,8.73,8
29662,E01031243,8.731,8
22779,E01023993,8.732,8
24434,E01025731,8.733,8
31607,E01033480,8.733,8
12917,E01013594,8.733,8
23644,E01024912,8.734,8
20260,E01021333,8.737,8
9910,E01010437,8.741,8
27863,E01029370,8.743,8
22014,E01023190,8.746,8
29644,E01031223,8.746,8
25426,E01026772,8.747,8
26461,E01027875,8.748,8
27279,E01028741,8.749,8
21137,E01022255,8.75,8
13597,E01014320,8.751,8
11915,E01012551,8.751,8
919,E01000963,8.751,8
10851,E01011405,8.752,8
639,E01000669,8.753,8
10526,E01011066,8.753,8
24504,E01025804,8.757,8
31155,E01032865,8.758,8
31552,E01033412,8.758,8
10569,E01011109,8.758,8
18892,E01019910,8.758,8
27461,E01028936,8.759,8
20697,E01021798,8.76,8
26628,E01028052,8.761,8
31013,E01032681,8.761,8
10660,E01011204,8.761,8
18707,E01019714,8.763,8
20818,E01021923,8.763,8
14363,E01015124,8.765,8
20643,E01021744,8.766,8
17883,E01018859,8.766,8
31631,E01033515,8.767,8
23373,E01024629,8.768,8
7908,E01008312,8.768,8
4272,E01004510,8.768,8
31018,E01032689,8.768,8
3943,E01004144,8.77,8
19400,E01020435,8.77,8
19235,E01020266,8.772,8
15448,E01016265,8.772,8
9987,E01010515,8.772,8
1554,E01001617,8.775,8
27296,E01028759,8.776,8
10367,E01010904,8.777,8
26233,E01027634,8.777,8
2300,E01002414,8.777,8
30050,E01031651,8.781,8
26477,E01027891,8.781,8
24222,E01025513,8.782,8
11187,E01011773,8.782,8
3119,E01003271,8.783,8
12869,E01013546,8.783,8
28746,E01030298,8.784,8
19161,E01020190,8.785,8
11608,E01012228,8.785,8
17064,E01017983,8.786,8
31119,E01032825,8.787,8
30925,E01032585,8.787,8
18834,E01019845,8.788,8
15324,E01016132,8.789,8
22986,E01024221,8.79,8
29346,E01030909,8.79,8
19961,E01021029,8.79,8
12777,E01013450,8.792,8
6343,E01006682,8.792,8
4066,E01004293,8.793,8
29163,E01030723,8.793,8
18895,E01019913,8.793,8
29834,E01031422,8.797,8
21613,E01022765,8.798,8
31842,E01034756,8.79825806451613,8
17412,E01018363,8.799,8
17227,E01018166,8.799,8
27744,E01029242,8.801,8
16800,E01017704,8.801,8
1463,E01001523,8.803,8
31851,E01035256,8.804329639889197,8
18355,E01019353,8.806,8
18678,E01019685,8.807,8
21316,E01022447,8.808,8
9041,E01009528,8.808,8
26761,E01028190,8.809,8
22824,E01024045,8.81,8
20398,E01021477,8.811,8
5467,E01005784,8.811,8
22795,E01024012,8.811,8
30201,E01031812,8.811,8
25136,E01026470,8.812,8
9704,E01010225,8.812,8
2042,E01002147,8.814,8
16560,E01017441,8.815,8
31243,E01032985,8.816,8
12592,E01013262,8.817,8
9600,E01010119,8.817,8
18700,E01019707,8.818,8
28231,E01029751,8.819,8
21917,E01023087,8.82,8
21261,E01022385,8.82,8
17099,E01018025,8.821,8
20687,E01021788,8.821,8
28741,E01030293,8.822,8
16152,E01017010,8.822,8
17534,E01018493,8.823,8
27685,E01029182,8.826,8
8138,E01008553,8.826,8
25008,E01026335,8.826,8
21610,E01022762,8.827,8
22006,E01023182,8.828,8
17702,E01018668,8.83,8
9282,E01009794,8.83,8
1523,E01001584,8.831,8
28687,E01030237,8.832,8
21880,E01023050,8.832,8
1051,E01001100,8.833,8
2785,E01002929,8.833,8
14012,E01014758,8.834,8
25643,E01027008,8.834,8
4491,E01004748,8.835,8
11755,E01012387,8.835,8
13754,E01014483,8.835,8
2058,E01002164,8.835,8
22454,E01023649,8.836,8
27906,E01029414,8.836,8
7965,E01008370,8.839,8
18133,E01019119,8.839,8
21106,E01022224,8.84,8
26855,E01028288,8.841,8
648,E01000679,8.841,8
4380,E01004623,8.842,8
946,E01000991,8.842,8
14303,E01015064,8.844,8
3246,E01003404,8.846,8
30851,E01032503,8.849,8
16416,E01017287,8.852,8
220,E01000233,8.853,8
1604,E01001680,8.857,8
19788,E01020850,8.857,8
22877,E01024100,8.857,8
15435,E01016252,8.858,8
28369,E01029890,8.86,8
24339,E01025631,8.86,8
24138,E01025425,8.862,8
29702,E01031285,8.863,8
12319,E01012975,8.865,8
28391,E01029913,8.865,8
17499,E01018455,8.865,8
14678,E01015453,8.866,8
24917,E01026238,8.867,8
10659,E01011203,8.868,8
20585,E01021677,8.868,8
30191,E01031802,8.868,8
6576,E01006928,8.868,8
1069,E01001119,8.868,8
14912,E01015706,8.868,8
28666,E01030216,8.869,8
5885,E01006204,8.869,8
22483,E01023678,8.869,8
1246,E01001300,8.87,8
18836,E01019847,8.871,8
1867,E01001967,8.872,8
27871,E01029378,8.872,8
6475,E01006824,8.872,8
9702,E01010222,8.873,8
978,E01001024,8.874,8
11974,E01012613,8.875,8
2770,E01002914,8.875,8
26613,E01028035,8.875,8
15257,E01016060,8.876,8
9869,E01010395,8.876,8
18746,E01019753,8.876,8
16509,E01017383,8.877,8
26922,E01028358,8.877,8
10048,E01010577,8.878,8
31272,E01033027,8.878,8
20819,E01021924,8.88,8
21234,E01022356,8.881,8
8436,E01008868,8.881,8
27359,E01028829,8.882,8
11270,E01011857,8.883,8
11644,E01012269,8.883,8
327,E01000341,8.884,8
25504,E01026855,8.885,8
21139,E01022257,8.886,8
3597,E01003774,8.887,8
15942,E01016797,8.888,8
26998,E01028439,8.888,8
23997,E01025277,8.889,8
31017,E01032688,8.889,8
21331,E01022462,8.891,8
28159,E01029675,8.891,8
21633,E01022787,8.895,8
12309,E01012962,8.896,8
10734,E01011279,8.896,8
16575,E01017458,8.899,8
27303,E01028767,8.9,8
29718,E01031301,8.9,8
12761,E01013434,8.9,8
29421,E01030988,8.902,8
30091,E01031694,8.903,8
24537,E01025839,8.903,8
16831,E01017738,8.903,8
7502,E01007890,8.906,8
26588,E01028010,8.907,8
16788,E01017692,8.907,8
31690,E01033610,8.908,8
14577,E01015351,8.908,8
18956,E01019976,8.91,8
10985,E01011555,8.91,8
9832,E01010357,8.91,8
29262,E01030823,8.911,8
19421,E01020458,8.911,8
6251,E01006582,8.912,8
8950,E01009437,8.912,8
20104,E01021172,8.913,8
30653,E01032299,8.913,8
3638,E01003815,8.914,8
10609,E01011151,8.914,8
7248,E01007618,8.915,8
11024,E01011596,8.915,8
29547,E01031120,8.915,8
12731,E01013403,8.916,8
13691,E01014419,8.916,8
30904,E01032563,8.916,8
31253,E01032996,8.916,8
29676,E01031258,8.917,8
19024,E01020051,8.917,8
16044,E01016901,8.917,8
16071,E01016928,8.918,8
328,E01000342,8.918,8
31288,E01033044,8.919,8
31669,E01033580,8.919,8
30248,E01031861,8.919,8
13715,E01014443,8.919,8
22686,E01023893,8.92,8
29554,E01031129,8.921,8
18874,E01019890,8.926,8
13699,E01014427,8.927,8
29873,E01031461,8.927,8
28988,E01030544,8.928,8
3495,E01003668,8.929,8
27208,E01028666,8.93,8
2209,E01002320,8.93,8
26344,E01027746,8.931,8
31639,E01033528,8.932,8
28299,E01029819,8.932,8
647,E01000678,8.932,8
6539,E01006889,8.934,8
4152,E01004386,8.937,8
7844,E01008245,8.938,8
21881,E01023051,8.939,8
29008,E01030564,8.94,8
31402,E01033191,8.94,8
1461,E01001521,8.942,8
23500,E01024762,8.942,8
25119,E01026450,8.943,8
16742,E01017642,8.944,8
11896,E01012532,8.945,8
17595,E01018555,8.945,8
4518,E01004778,8.945,8
31894,E01034493,8.945311387900356,8
18797,E01019806,8.948,8
17737,E01018703,8.948,8
18981,E01020003,8.949,8
11111,E01011694,8.949,8
29829,E01031416,8.95,8
19310,E01020343,8.95,8
23799,E01025074,8.95,8
31630,E01033514,8.952,8
27883,E01029391,8.953,8
30321,E01031941,8.953,8
5458,E01005775,8.954,8
6726,E01007082,8.954,8
6759,E01007117,8.955,8
22700,E01023907,8.956,8
265,E01000279,8.956,8
14734,E01015517,8.958,8
12487,E01013148,8.96,8
126,E01000136,8.96,8
24899,E01026219,8.96,8
27034,E01028478,8.961,8
3637,E01003814,8.961,8
5548,E01005865,8.964,8
20963,E01022072,8.964,8
15917,E01016769,8.966,8
2747,E01002890,8.969,8
10672,E01011217,8.971,8
18453,E01019454,8.972,8
23000,E01024235,8.972,8
8361,E01008783,8.973,8
13329,E01014043,8.973,8
15301,E01016105,8.974,8
5996,E01006315,8.975,8
12490,E01013151,8.975,8
4722,E01004984,8.976,8
9391,E01009904,8.978,8
11342,E01011930,8.982,8
31029,E01032701,8.982,8
28781,E01030333,8.983,8
30209,E01031821,8.983,8
7484,E01007868,8.984,8
27173,E01028630,8.985,8
19104,E01020133,8.986,8
18961,E01019983,8.987,8
1347,E01001402,8.991,8
29312,E01030875,8.992,8
28108,E01029624,8.992,8
2307,E01002421,8.993,8
30427,E01032057,8.993,8
6492,E01006841,8.993,8
18897,E01019915,8.994,8
29018,E01030574,8.997,8
6579,E01006931,8.997,8
31005,E01032672,8.997,8
16786,E01017690,8.998,8
3501,E01003674,8.999,8
27339,E01028808,8.999,8
23883,E01025163,9.0,8
6197,E01006525,9.0,8
18903,E01019921,9.0,8
29337,E01030900,9.002,8
24431,E01025728,9.003,8
24368,E01025660,9.004,8
29256,E01030817,9.004,8
3955,E01004156,9.004,8
12494,E01013155,9.004,8
20264,E01021337,9.005,8
3302,E01003460,9.005,8
11893,E01012529,9.005,8
24310,E01025601,9.006,8
2183,E01002294,9.006,8
30204,E01031815,9.006,8
18483,E01019486,9.006,8
283,E01000297,9.009,8
22292,E01023481,9.01,8
26815,E01028246,9.01,8
3477,E01003649,9.01,8
20466,E01021547,9.012,8
24894,E01026212,9.012,8
3506,E01003679,9.012,8
15380,E01016192,9.013,8
15330,E01016138,9.014,8
27097,E01028544,9.015,8
4990,E01005277,9.015,8
17462,E01018415,9.016,8
5398,E01005713,9.017,8
21503,E01022651,9.017,8
20005,E01021073,9.019,8
1827,E01001925,9.021,8
27913,E01029422,9.021,8
2006,E01002109,9.025,8
16784,E01017688,9.026,8
11415,E01012010,9.027,8
25138,E01026472,9.029,8
27378,E01028848,9.029,8
24967,E01026291,9.029,8
16075,E01016932,9.029,8
15606,E01016431,9.03,8
30404,E01032033,9.03,8
11615,E01012236,9.03,8
20139,E01021209,9.032,8
23962,E01025242,9.032,8
12587,E01013257,9.032,8
13776,E01014507,9.034,8
5813,E01006131,9.034,8
27443,E01028917,9.035,8
22010,E01023186,9.036,8
13284,E01013997,9.036,8
29224,E01030785,9.036,8
29656,E01031237,9.037,8
28340,E01029860,9.038,8
16209,E01017069,9.038,8
20310,E01021385,9.038,8
7501,E01007889,9.038,8
24249,E01025540,9.039,8
20161,E01021232,9.04,8
20300,E01021375,9.04,8
5545,E01005862,9.041,8
20321,E01021396,9.042,8
14047,E01014797,9.043,8
31014,E01032682,9.043,8
20001,E01021069,9.044,8
11375,E01011965,9.045,8
4341,E01004582,9.047,8
27255,E01028715,9.048,8
15480,E01016300,9.049,8
28357,E01029878,9.049,8
23862,E01025142,9.049,8
18232,E01019224,9.05,8
15476,E01016296,9.05,8
26637,E01028061,9.052,8
28160,E01029676,9.053,8
10628,E01011170,9.053,8
2177,E01002287,9.054,8
9339,E01009851,9.054,8
3241,E01003399,9.054,8
11894,E01012530,9.057,8
23651,E01024920,9.057,8
25184,E01026519,9.058,8
20692,E01021793,9.059,8
27242,E01028701,9.06,8
2414,E01002536,9.06,8
2778,E01002922,9.061,8
26152,E01027549,9.061,8
9688,E01010208,9.061,8
15946,E01016801,9.062,8
21920,E01023090,9.062,8
20828,E01021933,9.063,8
20953,E01022060,9.063,8
11902,E01012538,9.063,8
620,E01000649,9.063,8
20520,E01021607,9.065,8
27978,E01029489,9.066,8
26935,E01028371,9.066,8
21441,E01022583,9.067,8
15780,E01016614,9.067,8
28973,E01030529,9.067,8
27926,E01029435,9.068,8
30423,E01032053,9.068,8
22140,E01023321,9.07,8
18334,E01019330,9.07,8
12748,E01013421,9.07,8
22432,E01023627,9.07,8
728,E01000760,9.071,8
29772,E01031357,9.072,8
15750,E01016582,9.072,8
6717,E01007073,9.073,8
12327,E01012984,9.073,8
29205,E01030766,9.074,8
17615,E01018577,9.075,8
6917,E01007279,9.076,8
23191,E01024438,9.077,8
24442,E01025739,9.078,8
16657,E01017546,9.078,8
12578,E01013248,9.079,8
21128,E01022246,9.081,8
2800,E01002945,9.082,8
24394,E01025687,9.083,8
30837,E01032488,9.083,8
21998,E01023174,9.083,8
13822,E01014557,9.084,8
20682,E01021783,9.084,8
5706,E01006024,9.085,8
16431,E01017302,9.085,8
31248,E01032991,9.086,8
31110,E01032816,9.09,8
31128,E01032834,9.09,8
21387,E01022522,9.091,8
21616,E01022768,9.091,8
14700,E01015482,9.092,8
21157,E01022275,9.093,8
15190,E01015991,9.094,8
24463,E01025760,9.094,8
24338,E01025630,9.095,8
20274,E01021347,9.096,8
18718,E01019725,9.097,8
18374,E01019373,9.099,8
22074,E01023253,9.099,8
21860,E01023030,9.1,8
15225,E01016027,9.1,8
383,E01000399,9.101,8
5122,E01005416,9.101,8
9300,E01009812,9.101,8
20082,E01021150,9.103,8
17685,E01018649,9.103,8
17028,E01017940,9.104,8
10163,E01010695,9.104,8
