,LSOA21 code,IMD score,IMD decile
3101,E01003253,35.924,2
25368,E01026711,35.925,2
10977,E01011547,35.926,2
27804,E01029304,35.928,2
20199,E01021270,35.941,2
9417,E01009930,35.947,2
406,E01000422,35.949,2
27604,E01029097,35.952,2
11355,E01011943,35.954,2
4468,E01004722,35.96,2
3149,E01003304,35.961,2
31373,E01033148,35.962,2
26834,E01028267,35.978,2
9822,E01010347,35.979,2
11745,E01012377,35.979,2
19888,E01020955,35.981,2
5127,E01005421,35.984,2
28698,E01030248,35.986,2
1970,E01002072,35.991,2
11599,E01012216,35.992,2
5721,E01006039,35.993,2
9244,E01009754,35.994,2
4189,E01004423,35.995,2
2489,E01002615,35.997,2
26515,E01027937,35.999,2
9951,E01010479,36.002,2
1029,E01001078,36.004,2
13005,E01013687,36.008,2
1951,E01002053,36.009,2
1527,E01001588,36.01,2
1264,E01001318,36.013,2
3027,E01003175,36.013,2
31441,E01033249,36.018,2
4160,E01004394,36.022,2
1169,E01001219,36.023,2
16320,E01017186,36.023,2
1490,E01001550,36.024,2
2389,E01002505,36.03,2
28307,E01029827,36.03,2
10484,E01011024,36.031,2
26183,E01027580,36.033,2
31422,E01033223,36.035,2
17,E01000020,36.035,2
28712,E01030262,36.037,2
1664,E01001750,36.039,2
17139,E01018071,36.04,2
7430,E01007806,36.042,2
9777,E01010302,36.042,2
30919,E01032579,36.046,2
13203,E01013899,36.049,2
31257,E01033000,36.05,2
30740,E01032389,36.054,2
13478,E01014196,36.055,2
23635,E01024903,36.06,2
7320,E01007694,36.063,2
8907,E01009392,36.065,2
18566,E01019571,36.066,2
11521,E01012134,36.07,2
23276,E01024524,36.077,2
23572,E01024840,36.079,2
8122,E01008537,36.08,2
9475,E01009991,36.081,2
8465,E01008897,36.083,2
1378,E01001433,36.086,2
15082,E01015879,36.087,2
10476,E01011016,36.093,2
18275,E01019269,36.102,2
2647,E01002786,36.106,2
9903,E01010429,36.108,2
415,E01000431,36.113,2
9393,E01009906,36.113,2
16135,E01016993,36.118,2
10270,E01010804,36.119,2
2431,E01002553,36.121,2
4937,E01005221,36.122,2
693,E01000724,36.128,2
4031,E01004243,36.13,2
20247,E01021320,36.132,2
29546,E01031119,36.132,2
11666,E01012291,36.132,2
10101,E01010630,36.135,2
3765,E01003947,36.138,2
18187,E01019175,36.138,2
8608,E01009058,36.139,2
10595,E01011137,36.14,2
10332,E01010869,36.145,2
53,E01000060,36.154,2
17805,E01018774,36.157,2
6317,E01006656,36.161,2
7993,E01008401,36.172,2
27459,E01028934,36.174,2
7279,E01007651,36.175,2
27927,E01029436,36.184,2
24837,E01026154,36.185,2
29504,E01031074,36.186,2
11267,E01011854,36.188,2
27959,E01029468,36.192,2
112,E01000121,36.203,2
3836,E01004035,36.203,2
1027,E01001076,36.214,2
11253,E01011840,36.215,2
13843,E01014578,36.224,2
3011,E01003159,36.226,2
31192,E01032923,36.227,2
14979,E01015774,36.23,2
26629,E01028053,36.23,2
10454,E01010993,36.24,2
30883,E01032538,36.241,2
863,E01000902,36.241,2
69,E01000076,36.246,2
2654,E01002793,36.247,2
12975,E01013657,36.249,2
12048,E01012689,36.249,2
16406,E01017276,36.254,2
19624,E01020670,36.255,2
1650,E01001734,36.255,2
6143,E01006464,36.256,2
17784,E01018751,36.257,2
2905,E01003051,36.268,2
3057,E01003205,36.269,2
13208,E01013904,36.272,2
21021,E01022133,36.274,2
24010,E01025291,36.28,2
3340,E01003501,36.283,2
5662,E01005980,36.29,2
12932,E01013610,36.302,2
31509,E01033347,36.303,2
18538,E01019543,36.31,2
7714,E01008107,36.31,2
14849,E01015640,36.312,2
13529,E01014252,36.312,2
1168,E01001218,36.313,2
5133,E01005431,36.314,2
23028,E01024263,36.315,2
1928,E01002029,36.32,2
5390,E01005704,36.323,2
15298,E01016102,36.324,2
9762,E01010287,36.326,2
22762,E01023974,36.327,2
18090,E01019074,36.328,2
3168,E01003325,36.329,2
22855,E01024078,36.338,2
31126,E01032832,36.342,2
4667,E01004929,36.343,2
8076,E01008489,36.345,2
1533,E01001594,36.347,2
7104,E01007470,36.348,2
8074,E01008487,36.348,2
1802,E01001900,36.348,2
22552,E01023750,36.359,2
19909,E01020977,36.36,2
13511,E01014230,36.366,2
11522,E01012136,36.373,2
14320,E01015081,36.377,2
31513,E01033353,36.378,2
20576,E01021667,36.379,2
26867,E01028300,36.381,2
22910,E01024135,36.381,2
14745,E01015528,36.384,2
6735,E01007091,36.387,2
26442,E01027854,36.405,2
27943,E01029452,36.409,2
26135,E01027530,36.413,2
16466,E01017340,36.413,2
19783,E01020845,36.427,2
19238,E01020269,36.43,2
5238,E01005538,36.431,2
14517,E01015290,36.434,2
19695,E01020748,36.436,2
8244,E01008663,36.438,2
15140,E01015938,36.449,2
7720,E01008114,36.464,2
9569,E01010088,36.468,2
9481,E01009997,36.468,2
25458,E01026805,36.469,2
3341,E01003502,36.469,2
19629,E01020675,36.47,2
28243,E01029763,36.484,2
4059,E01004286,36.494,2
17136,E01018068,36.494,2
23371,E01024627,36.495,2
9446,E01009960,36.495,2
30622,E01032265,36.497,2
14922,E01015716,36.498,2
4420,E01004665,36.498,2
12012,E01012653,36.5,2
24773,E01026087,36.502,2
8624,E01009075,36.502,2
11374,E01011964,36.517,2
1949,E01002051,36.525,2
13949,E01014691,36.529,2
14909,E01015703,36.529,2
8409,E01008840,36.529,2
25734,E01027105,36.531,2
10809,E01011359,36.531,2
15218,E01016020,36.535,2
25144,E01026478,36.536,2
23269,E01024517,36.537,2
23925,E01025205,36.542,2
9585,E01010104,36.542,2
23794,E01025069,36.543,2
15237,E01016040,36.552,2
10334,E01010871,36.552,2
25348,E01026689,36.555,2
7164,E01007533,36.556,2
2911,E01003057,36.558,2
23255,E01024502,36.56,2
18571,E01019576,36.561,2
28477,E01030013,36.572,2
31745,E01033686,36.582,2
24008,E01025289,36.586,2
28478,E01030014,36.592,2
18179,E01019166,36.593,2
23459,E01024717,36.607,2
11168,E01011752,36.609,2
6852,E01007214,36.616,2
3088,E01003238,36.619,2
14873,E01015666,36.619,2
20913,E01022019,36.62,2
9230,E01009740,36.625,2
21795,E01022965,36.626,2
2946,E01003092,36.627,2
996,E01001042,36.634,2
756,E01000789,36.636,2
9471,E01009986,36.64,2
9780,E01010305,36.643,2
10435,E01010974,36.647,2
25596,E01026954,36.649,2
5313,E01005619,36.649,2
8332,E01008754,36.65,2
6400,E01006744,36.651,2
14312,E01015073,36.652,2
14944,E01015738,36.659,2
5573,E01005890,36.662,2
5664,E01005982,36.665,2
6438,E01006786,36.669,2
20406,E01021485,36.669,2
9879,E01010405,36.669,2
3350,E01003514,36.673,2
17934,E01018911,36.677,2
4071,E01004300,36.677,2
10444,E01010983,36.679,2
20239,E01021312,36.686,2
26675,E01028101,36.69,2
10462,E01011002,36.692,2
10034,E01010563,36.693,2
16370,E01017238,36.693,2
27938,E01029447,36.697,2
1542,E01001603,36.698,2
4077,E01004306,36.699,2
26757,E01028186,36.702,2
21,E01000025,36.702,2
13163,E01013858,36.703,2
21738,E01022904,36.707,2
2689,E01002831,36.708,2
9949,E01010477,36.709,2
9886,E01010412,36.713,2
11798,E01012431,36.719,2
25776,E01027151,36.722,2
31338,E01033104,36.728,2
9920,E01010447,36.735,2
30174,E01031783,36.737,2
11889,E01012525,36.737,2
25358,E01026700,36.744,2
20864,E01021969,36.747,2
3059,E01003207,36.749,2
10685,E01011230,36.751,2
15332,E01016140,36.751,2
1720,E01001815,36.758,2
13514,E01014235,36.758,2
12875,E01013552,36.76,2
16315,E01017181,36.76,2
1952,E01002054,36.761,2
9457,E01009971,36.776,2
7930,E01008335,36.779,2
8536,E01008977,36.782,2
1617,E01001695,36.783,2
2628,E01002767,36.783,2
5965,E01006284,36.784,2
14841,E01015632,36.789,2
3086,E01003236,36.793,2
3393,E01003557,36.797,2
1618,E01001696,36.797,2
2587,E01002722,36.798,2
11721,E01012353,36.799,2
19602,E01020648,36.799,2
23713,E01024986,36.801,2
10090,E01010619,36.802,2
8601,E01009049,36.808,2
28045,E01029560,36.808,2
10594,E01011136,36.809,2
1903,E01002003,36.814,2
11479,E01012080,36.814,2
6816,E01007178,36.814,2
2914,E01003060,36.815,2
1660,E01001745,36.826,2
30596,E01032239,36.833,2
10086,E01010615,36.838,2
31352,E01033122,36.839,2
22219,E01023404,36.839,2
6549,E01006899,36.843,2
6040,E01006359,36.844,2
15223,E01016025,36.851,2
25054,E01026381,36.857,2
14393,E01015156,36.862,2
27807,E01029307,36.865,2
12828,E01013504,36.867,2
1730,E01001827,36.874,2
4741,E01005003,36.88,2
6440,E01006788,36.881,2
7266,E01007636,36.883,2
21210,E01022328,36.891,2
8961,E01009448,36.892,2
7576,E01007965,36.893,2
7685,E01008077,36.902,2
26838,E01028271,36.907,2
13633,E01014356,36.91,2
30885,E01032541,36.914,2
3345,E01003508,36.928,2
8793,E01009263,36.934,2
18865,E01019877,36.935,2
4030,E01004241,36.941,2
44,E01000051,36.941,2
7488,E01007872,36.949,2
28487,E01030023,36.956,2
9466,E01009980,36.968,2
19981,E01021049,36.973,2
27936,E01029445,36.975,2
20670,E01021771,36.978,2
4669,E01004931,36.979,2
9098,E01009592,36.988,2
12821,E01013497,36.988,2
17034,E01017946,36.991,2
27068,E01028514,36.998,2
68,E01000075,36.999,2
7770,E01008167,37.001,2
17719,E01018685,37.002,2
6987,E01007349,37.005,2
9937,E01010465,37.006,2
6195,E01006523,37.01,2
26127,E01027522,37.013,2
7272,E01007642,37.014,2
19246,E01020277,37.014,2
3655,E01003832,37.019,2
6496,E01006845,37.02,2
24737,E01026049,37.022,2
13481,E01014199,37.023,2
13558,E01014281,37.033,2
8920,E01009407,37.035,2
6207,E01006535,37.037,2
19731,E01020788,37.039,2
11899,E01012535,37.044,2
18692,E01019699,37.045,2
17507,E01018463,37.047,2
14843,E01015634,37.05,2
30993,E01032659,37.053,2
8769,E01009239,37.061,2
3167,E01003324,37.075,2
28029,E01029543,37.079,2
25837,E01027214,37.085,2
6169,E01006492,37.092,2
12471,E01013130,37.097,2
26419,E01027827,37.098,2
8347,E01008769,37.099,2
28033,E01029547,37.099,2
1094,E01001144,37.101,2
1386,E01001441,37.103,2
7407,E01007782,37.111,2
1633,E01001716,37.112,2
11711,E01012342,37.112,2
17881,E01018857,37.114,2
4372,E01004615,37.117,2
1197,E01001250,37.117,2
1456,E01001515,37.118,2
18562,E01019567,37.122,2
8462,E01008894,37.129,2
1429,E01001485,37.13,2
25094,E01026425,37.134,2
4660,E01004922,37.134,2
5076,E01005366,37.135,2
20574,E01021665,37.139,2
23989,E01025269,37.15,2
31395,E01033182,37.154,2
12662,E01013332,37.157,2
8572,E01009018,37.159,2
12345,E01013002,37.162,2
1080,E01001130,37.162,2
3194,E01003351,37.163,2
23800,E01025075,37.164,2
1102,E01001152,37.166,2
26871,E01028304,37.166,2
2643,E01002782,37.168,2
15100,E01015898,37.168,2
9723,E01010244,37.179,2
13333,E01014047,37.183,2
3437,E01003601,37.186,2
4802,E01005066,37.187,2
12775,E01013448,37.19,2
11730,E01012362,37.191,2
3323,E01003483,37.192,2
27987,E01029499,37.196,2
8330,E01008752,37.205,2
9232,E01009742,37.206,2
13762,E01014492,37.207,2
21662,E01022819,37.208,2
23983,E01025263,37.21,2
23678,E01024951,37.21,2
24180,E01025471,37.213,2
5204,E01005504,37.221,2
26808,E01028238,37.226,2
21174,E01022292,37.228,2
12677,E01013347,37.231,2
13012,E01013694,37.238,2
11194,E01011781,37.242,2
22446,E01023641,37.243,2
30906,E01032565,37.246,2
11170,E01011754,37.248,2
22826,E01024047,37.255,2
4190,E01004424,37.256,2
1277,E01001331,37.261,2
4081,E01004310,37.267,2
3033,E01003181,37.286,2
12001,E01012642,37.288,2
14292,E01015053,37.292,2
7522,E01007910,37.294,2
11175,E01011759,37.297,2
6882,E01007244,37.297,2
21019,E01022131,37.299,2
23994,E01025274,37.3,2
24715,E01026026,37.301,2
26146,E01027541,37.303,2
748,E01000781,37.305,2
12996,E01013678,37.311,2
15613,E01016438,37.313,2
9424,E01009937,37.313,2
31199,E01032932,37.318,2
23848,E01025124,37.32,2
9136,E01009639,37.321,2
16256,E01017116,37.327,2
10281,E01010815,37.327,2
25254,E01026592,37.329,2
9997,E01010526,37.33,2
23615,E01024883,37.33,2
6604,E01006956,37.337,2
1778,E01001876,37.345,2
22,E01000027,37.347,2
17920,E01018897,37.348,2
7268,E01007638,37.35,2
24287,E01025578,37.355,2
19946,E01021014,37.356,2
27680,E01029177,37.359,2
21167,E01022285,37.364,2
11725,E01012357,37.366,2
7625,E01008014,37.368,2
11934,E01012573,37.374,2
2664,E01002804,37.376,2
5793,E01006111,37.381,2
10185,E01010717,37.382,2
10208,E01010740,37.383,2
7936,E01008341,37.383,2
9278,E01009790,37.384,2
13280,E01013993,37.391,2
6425,E01006772,37.396,2
2920,E01003066,37.398,2
8811,E01009282,37.399,2
9246,E01009757,37.404,2
6187,E01006510,37.409,2
26885,E01028319,37.41,2
14941,E01015735,37.416,2
12017,E01012658,37.417,2
16249,E01017109,37.42,2
5569,E01005886,37.422,2
8844,E01009317,37.422,2
26561,E01027983,37.434,2
7697,E01008089,37.438,2
26836,E01028269,37.439,2
24028,E01025310,37.451,2
956,E01001001,37.455,2
5171,E01005471,37.456,2
9531,E01010047,37.462,2
31263,E01033013,37.462,2
5711,E01006029,37.463,2
19599,E01020645,37.464,2
23509,E01024775,37.474,2
17582,E01018542,37.475,2
13214,E01013910,37.476,2
11554,E01012171,37.479,2
22656,E01023860,37.481,2
16612,E01017500,37.484,2
6156,E01006479,37.484,2
4091,E01004324,37.489,2
8335,E01008757,37.49,2
1931,E01002032,37.492,2
10460,E01011000,37.496,2
27855,E01029362,37.5,2
4227,E01004464,37.506,2
3092,E01003243,37.508,2
14473,E01015239,37.511,2
30850,E01032502,37.513,2
25445,E01026791,37.515,2
10099,E01010628,37.516,2
6691,E01007047,37.517,2
9946,E01010474,37.523,2
13034,E01013721,37.526,2
12381,E01013038,37.527,2
11065,E01011639,37.532,2
11043,E01011615,37.537,2
5428,E01005744,37.537,2
10563,E01011103,37.539,2
11627,E01012248,37.546,2
967,E01001012,37.546,2
21780,E01022949,37.557,2
25052,E01026379,37.557,2
25449,E01026796,37.558,2
12180,E01012821,37.559,2
13281,E01013994,37.559,2
11681,E01012307,37.568,2
8523,E01008964,37.57,2
9568,E01010087,37.57,2
31372,E01033146,37.571,2
20214,E01021286,37.571,2
8903,E01009385,37.571,2
12972,E01013654,37.575,2
15098,E01015896,37.578,2
27839,E01029346,37.579,2
27882,E01029390,37.579,2
23427,E01024684,37.581,2
631,E01000661,37.586,2
8067,E01008480,37.587,2
14805,E01015592,37.591,2
13570,E01014293,37.592,2
6,E01000008,37.596,2
28322,E01029842,37.597,2
27941,E01029450,37.605,2
12807,E01013483,37.606,2
12021,E01012662,37.608,2
31611,E01033486,37.609,2
27076,E01028522,37.613,2
27602,E01029095,37.614,2
4557,E01004817,37.614,2
1847,E01001947,37.614,2
13159,E01013853,37.616,2
17735,E01018701,37.619,2
8079,E01008492,37.627,2
30916,E01032575,37.628,2
13952,E01014694,37.63,2
11198,E01011785,37.631,2
8286,E01008705,37.632,2
20254,E01021327,37.632,2
9431,E01009944,37.633,2
5500,E01005817,37.639,2
10677,E01011222,37.642,2
19315,E01020348,37.643,2
30432,E01032062,37.648,2
821,E01000858,37.66,2
23928,E01025208,37.663,2
19760,E01020820,37.665,2
1518,E01001579,37.671,2
2697,E01002840,37.672,2
13221,E01013917,37.673,2
16706,E01017602,37.674,2
16084,E01016941,37.674,2
10038,E01010567,37.676,2
15208,E01016009,37.679,2
17747,E01018714,37.681,2
9877,E01010403,37.693,2
7579,E01007968,37.693,2
30592,E01032235,37.695,2
4297,E01004535,37.698,2
4645,E01004907,37.698,2
25473,E01026820,37.702,2
2917,E01003063,37.714,2
17593,E01018553,37.717,2
4015,E01004222,37.724,2
1688,E01001780,37.728,2
9081,E01009575,37.729,2
25781,E01027156,37.735,2
6610,E01006962,37.74,2
22940,E01024170,37.742,2
30996,E01032662,37.743,2
8078,E01008491,37.744,2
15951,E01016806,37.746,2
8095,E01008509,37.749,2
7052,E01007417,37.755,2
20110,E01021178,37.758,2
25607,E01026966,37.76,2
30720,E01032369,37.765,2
10182,E01010714,37.77,2
28493,E01030029,37.77,2
31163,E01032878,37.775,2
5660,E01005978,37.776,2
26800,E01028230,37.781,2
17539,E01018498,37.785,2
2463,E01002588,37.79,2
31476,E01033292,37.791,2
18440,E01019441,37.801,2
8710,E01009171,37.802,2
9919,E01010446,37.802,2
23826,E01025101,37.805,2
2553,E01002686,37.807,2
11326,E01011913,37.807,2
26801,E01028231,37.81,2
21008,E01022120,37.81,2
19865,E01020930,37.815,2
13257,E01013966,37.819,2
13897,E01014636,37.822,2
11520,E01012132,37.825,2
14411,E01015176,37.826,2
7578,E01007967,37.829,2
4765,E01005027,37.833,2
488,E01000508,37.833,2
2713,E01002856,37.842,2
3778,E01003961,37.844,2
21885,E01023055,37.845,2
10030,E01010559,37.846,2
7149,E01007517,37.85,2
1624,E01001702,37.853,2
1871,E01001971,37.858,2
14964,E01015759,37.865,2
14862,E01015654,37.866,2
6606,E01006958,37.867,2
13508,E01014226,37.873,2
1876,E01001976,37.877,2
23146,E01024391,37.879,2
1975,E01002077,37.884,2
23429,E01024686,37.886,2
9926,E01010454,37.888,2
31185,E01032906,37.889,2
1007,E01001056,37.89,2
12645,E01013315,37.891,2
10006,E01010535,37.892,2
18452,E01019453,37.892,2
2915,E01003061,37.895,2
23012,E01024247,37.899,2
4002,E01004205,37.904,2
2902,E01003048,37.906,2
9572,E01010091,37.907,2
4164,E01004398,37.907,2
17578,E01018538,37.909,2
9944,E01010472,37.915,2
10477,E01011017,37.918,2
26452,E01027864,37.923,2
21214,E01022332,37.923,2
26899,E01028334,37.925,2
17889,E01018865,37.926,2
11576,E01012193,37.926,2
19930,E01020998,37.928,2
8211,E01008630,37.933,2
10564,E01011104,37.936,2
18217,E01019207,37.938,2
1693,E01001786,37.939,2
4625,E01004886,37.946,2
12823,E01013499,37.949,2
12845,E01013522,37.958,2
25704,E01027072,37.961,2
6373,E01006713,37.962,2
31206,E01032941,37.967,2
7809,E01008210,37.968,2
1939,E01002041,37.972,2
28,E01000033,37.978,2
7284,E01007656,37.985,2
1855,E01001955,37.986,2
19700,E01020753,37.987,2
14904,E01015698,37.995,2
4061,E01004288,37.996,2
17164,E01018097,37.998,2
11552,E01012168,37.998,2
20884,E01021989,37.998,2
2613,E01002751,38.0,2
16588,E01017474,38.001,2
25296,E01026634,38.006,2
89,E01000097,38.009,2
9543,E01010059,38.017,2
10035,E01010564,38.02,2
8630,E01009082,38.026,2
21836,E01023006,38.034,2
1286,E01001340,38.035,2
900,E01000941,38.035,2
13143,E01013836,38.035,2
14218,E01014977,38.039,2
1146,E01001196,38.041,2
9902,E01010428,38.045,2
12568,E01013237,38.047,2
31623,E01033499,38.056,2
8021,E01008432,38.059,2
31686,E01033603,38.062,2
7413,E01007789,38.064,2
3412,E01003576,38.074,2
866,E01000905,38.075,2
30591,E01032234,38.083,2
19690,E01020743,38.083,2
1373,E01001428,38.085,2
7101,E01007467,38.089,2
14984,E01015779,38.095,2
6526,E01006876,38.103,2
13490,E01014208,38.104,2
8795,E01009265,38.104,2
24797,E01026111,38.109,2
27849,E01029356,38.11,2
17951,E01018928,38.112,2
6078,E01006397,38.116,2
27741,E01029239,38.118,2
31816,E01034173,38.12252570320078,2
4838,E01005105,38.129,2
12537,E01013202,38.133,2
16376,E01017244,38.139,2
26604,E01028026,38.139,2
9171,E01009679,38.142,2
3793,E01003986,38.146,2
5298,E01005600,38.148,2
19717,E01020771,38.149,2
28714,E01030264,38.151,2
11848,E01012482,38.152,2
79,E01000086,38.156,2
19746,E01020806,38.16,2
19084,E01020113,38.16,2
12101,E01012742,38.175,2
31387,E01033172,38.176,2
23839,E01025115,38.18,2
23776,E01025051,38.181,2
20407,E01021486,38.184,2
2118,E01002227,38.186,2
23952,E01025232,38.187,2
20111,E01021179,38.194,2
2480,E01002606,38.199,2
1683,E01001773,38.205,2
417,E01000434,38.229,2
16088,E01016945,38.236,2
10245,E01010778,38.241,2
10315,E01010852,38.244,2
21800,E01022970,38.245,2
3394,E01003558,38.255,2
7881,E01008282,38.257,2
2507,E01002633,38.259,2
29041,E01030599,38.264,2
9912,E01010439,38.264,2
7033,E01007395,38.267,2
14605,E01015379,38.269,2
1404,E01001460,38.272,2
5979,E01006298,38.275,2
852,E01000891,38.283,2
1493,E01001553,38.285,2
6483,E01006832,38.304,2
8568,E01009014,38.311,2
18675,E01019682,38.311,2
7827,E01008228,38.312,2
23011,E01024246,38.312,2
26038,E01027423,38.321,2
5718,E01006036,38.325,2
275,E01000289,38.33,2
18501,E01019505,38.333,2
12832,E01013508,38.334,2
24229,E01025520,38.334,2
1408,E01001464,38.337,2
7166,E01007535,38.339,2
3426,E01003590,38.34,2
2891,E01003037,38.342,2
12961,E01013639,38.343,2
453,E01000470,38.345,2
17970,E01018949,38.346,2
25605,E01026963,38.353,2
25754,E01027128,38.357,2
6961,E01007323,38.359,2
12679,E01013349,38.36,2
30786,E01032435,38.372,2
14812,E01015599,38.373,2
8274,E01008693,38.378,2
18014,E01018996,38.386,2
5748,E01006066,38.397,2
7905,E01008307,38.397,2
16303,E01017169,38.401,2
6901,E01007263,38.409,2
12035,E01012676,38.409,2
5634,E01005951,38.411,2
22763,E01023975,38.415,2
25,E01000030,38.415,2
23332,E01024585,38.419,2
9776,E01010301,38.422,2
21661,E01022818,38.427,2
10327,E01010864,38.428,2
6120,E01006439,38.43,2
7365,E01007740,38.432,2
3040,E01003188,38.438,2
23764,E01025037,38.448,2
6255,E01006586,38.45,2
4080,E01004309,38.451,2
19846,E01020911,38.451,2
1932,E01002033,38.453,2
6818,E01007180,38.455,2
14405,E01015170,38.456,2
19707,E01020761,38.46,2
25785,E01027161,38.46,2
8755,E01009225,38.464,2
15624,E01016450,38.469,2
4075,E01004304,38.469,2
5288,E01005590,38.469,2
10982,E01011552,38.474,2
30815,E01032465,38.476,2
13231,E01013933,38.476,2
3233,E01003391,38.478,2
24849,E01026166,38.481,2
11751,E01012383,38.485,2
16291,E01017156,38.486,2
23770,E01025044,38.489,2
11361,E01011949,38.493,2
21672,E01022833,38.495,2
31378,E01033160,38.497,2
11701,E01012332,38.499,2
25295,E01026633,38.499,2
23816,E01025091,38.501,2
10403,E01010940,38.501,2
13795,E01014526,38.501,2
19528,E01020573,38.502,2
4467,E01004721,38.504,2
2580,E01002715,38.505,2
14867,E01015660,38.527,2
1426,E01001482,38.527,2
17437,E01018388,38.537,2
8154,E01008571,38.541,2
11368,E01011957,38.542,2
13174,E01013870,38.545,2
7680,E01008072,38.548,2
21746,E01022913,38.548,2
5248,E01005548,38.55,2
13142,E01013835,38.554,2
5327,E01005633,38.554,2
23428,E01024685,38.556,2
7934,E01008339,38.561,2
11651,E01012276,38.561,2
31573,E01033440,38.562,2
8369,E01008791,38.563,2
6870,E01007232,38.563,2
19740,E01020797,38.565,2
11497,E01012101,38.576,2
4303,E01004541,38.578,2
6555,E01006907,38.578,2
2186,E01002297,38.58,2
13248,E01013957,38.583,2
5629,E01005946,38.583,2
11747,E01012379,38.588,2
1690,E01001783,38.594,2
11285,E01011872,38.594,2
14807,E01015594,38.6,2
23014,E01024249,38.601,2
2671,E01002811,38.606,2
512,E01000533,38.611,2
466,E01000484,38.614,2
16630,E01017519,38.625,2
5598,E01005915,38.625,2
31236,E01032978,38.634,2
8451,E01008883,38.636,2
12091,E01012732,38.65,2
30619,E01032262,38.651,2
9787,E01010312,38.656,2
4918,E01005199,38.657,2
16471,E01017345,38.661,2
13950,E01014692,38.662,2
1902,E01002002,38.664,2
1858,E01001958,38.666,2
3376,E01003540,38.68,2
12036,E01012677,38.681,2
26607,E01028029,38.682,2
16634,E01017523,38.687,2
9565,E01010084,38.689,2
4026,E01004236,38.698,2
2539,E01002669,38.698,2
14421,E01015186,38.698,2
10870,E01011424,38.7,2
20243,E01021316,38.701,2
4148,E01004382,38.703,2
23343,E01024596,38.705,2
18402,E01019403,38.708,2
16316,E01017182,38.708,2
10817,E01011369,38.709,2
11480,E01012081,38.713,2
19745,E01020805,38.713,2
14052,E01014802,38.715,2
7404,E01007779,38.721,2
7002,E01007364,38.721,2
5137,E01005435,38.722,2
9784,E01010309,38.723,2
4732,E01004994,38.742,2
19314,E01020347,38.748,2
13867,E01014602,38.754,2
8908,E01009393,38.754,2
30814,E01032464,38.756,2
66,E01000073,38.757,2
4082,E01004311,38.758,2
27619,E01029112,38.76,2
1382,E01001437,38.766,2
6775,E01007136,38.771,2
1742,E01001839,38.772,2
29756,E01031341,38.777,2
13890,E01014629,38.789,2
1857,E01001957,38.797,2
5360,E01005671,38.798,2
31414,E01033212,38.805,2
10701,E01011246,38.808,2
8226,E01008645,38.81,2
7177,E01007546,38.819,2
2622,E01002760,38.826,2
8279,E01008698,38.829,2
31067,E01032750,38.842,2
5632,E01005949,38.842,2
2899,E01003045,38.842,2
19683,E01020734,38.843,2
24744,E01026056,38.846,2
24787,E01026101,38.848,2
1006,E01001055,38.85,2
22961,E01024192,38.853,2
18637,E01019644,38.855,2
14416,E01015181,38.863,2
6010,E01006329,38.875,2
18186,E01019173,38.878,2
11185,E01011771,38.88,2
1670,E01001758,38.882,2
27484,E01028962,38.883,2
8841,E01009314,38.883,2
26542,E01027964,38.884,2
13519,E01014241,38.886,2
18,E01000021,38.888,2
13090,E01013781,38.89,2
12222,E01012869,38.891,2
10120,E01010649,38.892,2
19570,E01020615,38.896,2
139,E01000151,38.897,2
2729,E01002872,38.9,2
9925,E01010452,38.901,2
25055,E01026382,38.91,2
1017,E01001066,38.911,2
10354,E01010891,38.913,2
4914,E01005193,38.916,2
11275,E01011862,38.919,2
31517,E01033361,38.92,2
9684,E01010204,38.921,2
3856,E01004055,38.922,2
8522,E01008963,38.923,2
15590,E01016415,38.924,2
13904,E01014643,38.928,2
11434,E01012031,38.934,2
4538,E01004798,38.934,2
2661,E01002800,38.934,2
4899,E01005178,38.937,2
5955,E01006274,38.938,2
13211,E01013907,38.938,2
12224,E01012871,38.94,2
13080,E01013768,38.941,2
10912,E01011470,38.956,2
24553,E01025856,38.96,2
19712,E01020766,38.962,2
8061,E01008474,38.967,2
3751,E01003932,38.967,2
23347,E01024600,38.97,2
12892,E01013569,38.979,2
13734,E01014462,38.991,2
10,E01000013,38.997,2
5736,E01006054,38.997,2
18551,E01019556,38.997,2
10392,E01010929,39.002,2
14,E01000017,39.004,2
10033,E01010562,39.015,2
14512,E01015280,39.016,2
915,E01000959,39.028,2
7224,E01007593,39.031,2
26404,E01027812,39.034,2
19719,E01020773,39.037,2
26996,E01028435,39.042,2
6159,E01006482,39.043,2
19948,E01021016,39.044,2
13943,E01014685,39.046,2
9737,E01010258,39.05,2
576,E01000603,39.051,2
18657,E01019664,39.052,2
7032,E01007394,39.054,2
17634,E01018596,39.054,2
1002,E01001051,39.057,2
5140,E01005438,39.06,2
2639,E01002778,39.066,2
16272,E01017132,39.067,2
29526,E01031097,39.07,2
30597,E01032240,39.07,2
899,E01000939,39.074,2
15005,E01015802,39.078,2
8693,E01009151,39.08,2
6670,E01007026,39.086,2
19658,E01020705,39.088,2
4086,E01004316,39.089,2
14948,E01015743,39.093,2
23253,E01024500,39.094,2
11058,E01011632,39.099,2
2256,E01002368,39.103,2
11445,E01012042,39.107,2
23057,E01024294,39.124,2
30560,E01032202,39.124,2
9749,E01010270,39.13,2
26866,E01028299,39.13,2
16092,E01016949,39.134,2
3818,E01004013,39.137,2
1648,E01001732,39.137,2
23613,E01024881,39.138,2
10521,E01011061,39.14,2
