LSOA code (2011),Total population: mid 2015 (excluding prisoners)
E01028860,1992.00
E01028861,1265.00
E01028862,1647.00
E01028863,1407.00
E01028864,1473.00
E01028865,1701.00
E01028866,1373.00
E01028867,1525.00
E01028868,1501.00
E01028869,1640.00
E01028870,1525.00
E01028871,1229.00
E01028872,1827.00
E01028873,1984.00
E01028874,1360.00
E01028875,2589.00
E01028876,1718.00
E01028877,1380.00
E01028878,1536.00
E01028879,1544.00
E01028880,1705.00
E01028881,1211.00
E01028882,1637.00
E01028883,1693.00
E01028884,1507.00
E01028885,2661.00
E01028886,1855.00
E01028887,1422.00
E01028888,1711.00
E01028889,1404.00
E01028890,1380.00
E01028891,1685.00
E01028892,1452.00
E01028893,1534.00
E01028894,1532.00
E01028895,1812.00
E01028896,2242.00
E01028897,1463.00
E01028898,1385.00
E01028899,1742.00
E01028902,1111.00
E01028903,1254.00
E01028904,1590.00
E01028905,1817.00
E01028906,1202.00
E01028907,1799.00
E01028908,1534.00
E01028909,1483.00
E01028910,1553.00
E01028911,1257.00
E01028912,1249.00
E01028913,1576.00
E01028914,1133.00
E01028915,1493.00
E01028916,1527.00
E01028917,1598.00
E01028918,1450.00
E01028919,1339.00
E01028920,1254.00
E01028921,1558.00
E01028922,1177.00
E01028923,1563.00
E01028924,1772.00
E01028925,1533.00
E01028926,1385.00
E01028927,1120.00
E01028928,1518.00
E01028929,1423.00
E01028930,1689.00
E01028931,2205.00
E01028932,2197.00
E01028933,1626.00
E01028934,1628.00
E01028935,1529.00
E01028936,2116.00
E01028937,1499.00
E01028938,1663.00
E01028939,1584.00
E01028940,1653.00
E01028941,2173.00
E01028942,1431.00
E01028943,2138.00
E01028944,2074.00
E01028945,2065.00
E01028946,2213.00
E01028947,1399.00
E01028948,1422.00
E01028949,1530.00
E01028950,2401.00
E01028951,1622.00
E01028952,1640.00
E01028953,1541.00
E01028954,1237.00
E01028955,1160.00
E01028956,1466.00
E01028957,1625.00
E01028958,1841.00
E01028959,2640.00
E01028960,1329.00
E01028961,1688.00
E01028962,1653.00
E01028963,1674.00
E01028964,1598.00
E01028965,1396.00
E01028966,1276.00
E01028967,1588.00
E01028968,1286.00
E01028969,1531.00
E01028970,1320.00
E01028971,2191.00
E01028972,1835.00
E01028973,1975.00
E01028974,1802.00
E01028975,1789.00
E01028976,1759.00
E01028977,1935.00
E01028978,1548.00
E01028979,1246.00
E01028980,2151.00
E01028981,1666.00
E01028982,1611.00
E01028983,2066.00
E01028984,1404.00
E01028985,1279.00
E01028986,1496.00
E01028987,2217.00
E01028988,1711.00
E01028989,1699.00
E01028990,1190.00
E01028991,1265.00
E01028992,1543.00
E01028993,1529.00
E01028994,1315.00
E01028995,1539.00
E01028996,1303.00
E01028997,2381.00
E01028998,2398.00
E01028999,1582.00
E01029000,1128.00
E01029001,2064.00
E01029002,1389.00
E01029003,2280.00
E01029004,971.00
E01029005,1216.00
E01029006,1595.00
E01029007,1145.00
E01029009,1136.00
E01029010,1323.00
E01029011,1443.00
E01029012,2034.00
E01029013,1703.00
E01029014,1213.00
E01029015,1385.00
E01029016,1384.00
E01029018,2365.00
E01029019,2495.00
E01029020,1458.00
E01029021,1201.00
E01029022,1401.00
E01029023,1226.00
E01029024,2136.00
E01029025,1348.00
E01029026,958.00
E01029027,1218.00
E01029028,1181.00
E01029029,1756.00
E01029030,1950.00
E01029031,1676.00
E01029032,1000.00
E01029033,1433.00
E01029034,1405.00
E01029035,1976.00
E01029036,1870.00
E01029037,1315.00
E01029038,1523.00
E01029039,1572.00
E01029040,1719.00
E01029041,2029.00
E01029042,1432.00
E01029043,1578.00
E01029044,1321.00
E01029045,1672.00
E01029046,1496.00
E01029047,1562.00
E01029050,2386.00
E01029051,1519.00
E01029052,2194.00
E01029053,2279.00
E01029054,1626.00
E01029055,1201.00
E01029056,2426.00
E01029057,2102.00
E01029058,2321.00
E01029059,2065.00
E01029060,1896.00
E01029061,2330.00
E01029062,1539.00
E01029063,2632.00
E01029064,1524.00
E01029065,1618.00
E01029066,1639.00
E01029067,1689.00
E01029068,1359.00
E01029069,1116.00
E01029070,2177.00
E01029071,1527.00
E01029072,1635.00
E01029073,1252.00
E01029074,2073.00
E01029075,1355.00
E01029076,2321.00
E01029077,2023.00
E01029078,1842.00
E01029079,1591.00
E01029080,1599.00
E01029081,1555.00
E01029082,1318.00
E01029083,1346.00
E01029084,1519.00
E01029085,2020.00
E01029086,2213.00
E01029089,2298.00
E01029090,2518.00
E01029091,1650.00
E01029092,1461.00
E01029093,1587.00
E01029094,1722.00
E01029095,1657.00
E01029096,1548.00
E01029097,1428.00
E01029098,1588.00
E01029099,1334.00
E01029100,1381.00
E01029101,1122.00
E01029102,1925.00
E01029103,1586.00
E01029104,1541.00
E01029105,1504.00
E01029106,1707.00
E01029107,1486.00
E01029108,2055.00
E01029109,1471.00
E01029110,2109.00
E01029111,2673.00
E01029112,1968.00
E01029113,1687.00
E01029114,1485.00
E01029115,1582.00
E01029116,1635.00
E01029117,1593.00
E01029118,1674.00
E01029119,1566.00
E01029120,1508.00
E01029121,1216.00
E01029122,1419.00
E01029123,1133.00
E01029124,1790.00
E01029125,1400.00
E01029126,1547.00
E01029127,1588.00
E01029128,2095.00
E01029129,1929.00
E01029130,2138.00
E01029131,2176.00
E01029132,1523.00
E01029133,1407.00
E01029134,1845.00
E01029135,1619.00
E01029136,2131.00
E01029137,1614.00
E01029138,1439.00
E01029139,1489.00
E01029140,3427.00
E01029142,1492.00
E01029143,1401.00
E01029144,1277.00
E01029145,1974.00
E01029147,1671.00
E01029148,1608.00
E01029149,1451.00
E01029150,1315.00
E01029151,1342.00
E01029152,2162.00
E01029153,2406.00
E01029154,1808.00
E01029155,1747.00
E01029156,1856.00
E01029157,1396.00
E01029158,1543.00
E01029159,1590.00
E01029160,2699.00
E01029161,1613.00
E01029162,1564.00
E01029163,2193.00
E01029164,1530.00
E01029165,1256.00
E01029166,2325.00
E01029167,1672.00
E01029168,1598.00
E01029169,1577.00
E01029170,1190.00
E01029171,2146.00
E01029172,1468.00
E01029173,1357.00
E01029174,1131.00
E01029175,2268.00
E01029176,1275.00
E01029177,1199.00
E01029178,1471.00
E01029179,1083.00
E01029180,1439.00
E01029181,1310.00
E01029182,1510.00
E01029183,1687.00
E01029184,1782.00
E01029185,1574.00
E01029186,1448.00
E01029187,1041.00
E01029188,1445.00
E01029189,1112.00
E01029190,1325.00
E01029191,1192.00
E01029192,1427.00
E01029193,1948.00
E01029194,2727.00
E01029195,1555.00
E01029196,1570.00
E01029197,1263.00
E01029198,1265.00
E01029199,3055.00
E01029200,1397.00
E01029201,1700.00
E01029202,1187.00
E01029203,1492.00
E01029204,1231.00
E01029205,1803.00
E01029206,1541.00
E01029207,1424.00
E01029208,1183.00
E01029209,1326.00
E01029210,1677.00
E01029211,1391.00
E01029212,1038.00
E01029213,1318.00
E01029214,1203.00
E01029215,1134.00
E01029216,1516.00
E01029217,1496.00
E01029218,2037.00
E01029219,1377.00
E01029220,1233.00
E01029221,2482.00
E01029222,1709.00
E01029223,1252.00
E01029224,1685.00
E01029225,2054.00
E01029226,1616.00
E01029227,1935.00
E01029228,1940.00
E01029229,1937.00
E01029230,2302.00
E01029231,1490.00
E01029232,1577.00
E01029233,1652.00
E01029234,1990.00
E01029235,1414.00
E01029236,1497.00
E01029237,1775.00
E01029238,1576.00
E01029239,1551.00
E01029240,1514.00
E01029241,1996.00
E01029242,1493.00
E01029243,1584.00
E01029244,1566.00
E01029245,2256.00
E01029246,1420.00
E01029247,1667.00
E01029248,1533.00
E01029249,1310.00
E01029250,1254.00
E01029251,1493.00
E01029252,1455.00
E01029253,2323.00
E01029254,1411.00
E01029255,1461.00
E01029256,1837.00
E01029257,2261.00
E01029258,1590.00
E01029259,1470.00
E01029260,2297.00
E01029261,2105.00
E01029262,2320.00
E01029263,1402.00
E01029264,1288.00
E01029265,1338.00
E01029266,1356.00
E01029267,1667.00
E01029268,1551.00
E01029269,2206.00
E01029270,2168.00
E01029271,1801.00
E01029273,1221.00
E01029274,1602.00
E01029275,1284.00
E01029276,1722.00
E01029277,1352.00
E01029278,1412.00
E01029279,1468.00
E01029280,1756.00
E01029281,1632.00
E01029282,1370.00
E01029283,1754.00
E01029284,1565.00
E01029285,2400.00
E01029286,1620.00
E01029287,1461.00
E01029288,1543.00
E01029289,1938.00
E01029290,1390.00
E01029291,1577.00
E01029292,1428.00
E01029293,1633.00
E01029294,1790.00
E01029295,1615.00
E01029296,1775.00
E01029297,1284.00
E01029298,1428.00
E01029299,1490.00
E01029300,1880.00
E01029301,2013.00
E01029302,1788.00
E01029303,1946.00
E01029304,1532.00
E01029305,1346.00
E01029306,1580.00
E01029307,1454.00
E01029308,2061.00
E01029309,2473.00
E01029310,1844.00
E01029311,1648.00
E01029312,1384.00
E01029313,1368.00
E01029314,2927.00
E01029315,1443.00
E01029316,1678.00
E01029317,1419.00
E01029318,2274.00
E01029319,1434.00
E01029320,1585.00
E01029321,2345.00
E01029322,1984.00
E01029324,1715.00
E01029325,1807.00
E01029326,1198.00
E01029327,2032.00
E01029328,1875.00
E01029329,1672.00
E01029330,2121.00
E01029331,1354.00
E01029333,1150.00
E01029334,1203.00
E01029335,1057.00
E01029336,1989.00
E01029337,2115.00
E01029338,1733.00
E01029339,1498.00
E01029341,1236.00
E01029342,1133.00
E01029343,1657.00
E01029345,1751.00
E01029346,1773.00
E01029347,1466.00
E01029348,1807.00
E01029349,1281.00
E01029350,1570.00
E01029351,1291.00
E01029352,1347.00
E01029353,1355.00
E01029354,1532.00
E01029355,1674.00
E01029356,1463.00
E01029357,1682.00
E01029358,1352.00
E01029359,1947.00
E01029360,1570.00
E01029361,1492.00
E01029362,1623.00
E01029363,1452.00
E01029364,1632.00
E01029365,1564.00
E01029366,1659.00
E01029367,2214.00
E01029368,1201.00
E01029369,1215.00
E01029370,1386.00
E01029371,1503.00
E01029372,1297.00
E01029373,2392.00
E01029374,2299.00
E01029375,2635.00
E01029376,1935.00
E01029377,1458.00
E01029378,1734.00
E01029379,1655.00
E01029380,1656.00
E01029381,1487.00
E01029382,1655.00
E01029383,1615.00
E01029384,2146.00
E01029385,1454.00
E01029386,1455.00
E01029387,1331.00
E01029388,1440.00
E01029389,1692.00
E01029390,1054.00
E01029391,1853.00
E01029392,1731.00
E01029393,1630.00
E01029394,1391.00
E01029395,1556.00
E01029396,1675.00
E01029397,2779.00
E01029398,1639.00
E01029399,1551.00
E01029400,1644.00
E01029401,1552.00
E01029402,2234.00
E01029403,1528.00
E01029404,1535.00
E01029405,1606.00
E01029406,1273.00
E01029407,1624.00
E01029408,2382.00
E01029409,1986.00
E01029410,1678.00
E01029411,1400.00
E01029412,1383.00
E01029413,1437.00
E01029414,1709.00
E01029415,1645.00
E01029416,1221.00
E01029417,1343.00
E01029418,1966.00
E01029419,1459.00
E01029420,1798.00
E01029422,1360.00
E01029423,1522.00
E01029424,1040.00
E01029425,1519.00
E01029426,2184.00
E01029427,1535.00
E01029428,1633.00
E01029429,1411.00
E01029430,1490.00
E01029431,1628.00
E01029432,1446.00
E01029433,1619.00
E01029434,1528.00
E01029435,1503.00
E01029436,1843.00
E01029437,2701.00
E01029438,1488.00
E01029439,1420.00
E01029440,1290.00
E01029441,1598.00
E01029442,1350.00
E01029443,1692.00
E01029444,1512.00
E01029445,2423.00
E01029446,1920.00
E01029447,1856.00
E01029448,1733.00
E01029449,1672.00
E01029450,1505.00
E01029451,1733.00
E01029452,1540.00
E01029453,1495.00
E01029454,1601.00
E01029455,1814.00
E01029456,1508.00
E01029457,1305.00
E01029458,1431.00
E01029459,1603.00
E01029460,1669.00
E01029461,1965.00
E01029462,1756.00
E01029463,1246.00
E01029464,1539.00
E01029465,1542.00
E01029466,1528.00
E01029467,2009.00
E01029468,1701.00
E01029469,1781.00
E01029470,1578.00
E01029471,1773.00
E01029472,1674.00
E01029473,1322.00
E01029474,1235.00
E01029475,1945.00
E01029476,1383.00
E01029477,1600.00
E01029478,1531.00
E01029479,2935.00
E01029480,1816.00
E01029481,2769.00
E01029482,1614.00
E01029483,1543.00
E01029484,1765.00
E01029485,1572.00
E01029486,1400.00
E01029487,1647.00
E01029488,1786.00
E01029489,1619.00
E01029490,1454.00
E01029491,1758.00
E01029492,2120.00
E01029493,1972.00
E01029494,1552.00
E01029495,1592.00
E01029496,1930.00
E01029497,1981.00
E01029498,1843.00
E01029499,1716.00
E01029500,1647.00
E01029501,1627.00
E01029502,1656.00
E01029503,1613.00
E01029504,1689.00
E01029505,1601.00
E01029506,1854.00
E01029507,1641.00
E01029508,2279.00
E01029509,1803.00
E01029511,1569.00
E01029512,1850.00
E01029513,1400.00
E01029514,1530.00
E01029515,1775.00
E01029516,1926.00
E01029517,1655.00
E01029518,2846.00
E01029519,2252.00
E01029520,1604.00
E01029521,1715.00
E01029522,1566.00
E01029523,1560.00
E01029524,1729.00
E01029525,1670.00
E01029526,1771.00
E01029527,1268.00
E01029528,1290.00
E01029529,1280.00
E01029530,1916.00
E01029531,1692.00
E01029532,1500.00
E01029533,1551.00
E01029534,1524.00
E01029535,1390.00
E01029536,1475.00
E01029537,1536.00
E01029538,1774.00
E01029539,1529.00
E01029540,1390.00
E01029541,1644.00
E01029542,1386.00
E01029543,1358.00
E01029544,1302.00
E01029545,1586.00
E01029546,1460.00
E01029547,1475.00
E01029548,1452.00
E01029549,1709.00
E01029551,1577.00
E01029552,1531.00
E01029553,1640.00
E01029554,1523.00
E01029555,1846.00
E01029556,2575.00
E01029557,1244.00
E01029558,1771.00
E01029559,1567.00
E01029560,1664.00
E01029561,1483.00
E01029562,1264.00
E01029563,1374.00
E01029564,1346.00
E01029565,1244.00
E01029566,1353.00
E01029567,1708.00
E01029568,1516.00
E01029569,1441.00
E01029570,2491.00
E01029571,1312.00
E01029572,1674.00
E01029573,1474.00
E01029574,1447.00
E01029575,1027.00
E01029576,5358.00
E01029577,1443.00
E01029578,1621.00
E01029579,1696.00
E01029580,1410.00
E01029581,1557.00
E01029582,1752.00
E01029583,1469.00
E01029584,1228.00
E01029585,1440.00
E01029586,1136.00
E01029587,1227.00
E01029588,1558.00
E01029589,1151.00
E01029590,1340.00
E01029591,1515.00
E01029593,2521.00
E01029594,1737.00
E01029595,1206.00
E01029596,1134.00
E01029597,1489.00
E01029598,2035.00
E01029599,1421.00
E01029600,1424.00
E01029601,1437.00
E01029602,1947.00
E01029603,1479.00
E01029604,1770.00
E01029605,1382.00
E01029606,1505.00
E01029607,1412.00
E01029608,1462.00
E01029609,1722.00
E01029610,1320.00
E01029611,1831.00
E01029612,1140.00
E01029613,1321.00
E01029614,1677.00
E01029615,1186.00
E01029616,1517.00
E01029617,1630.00
E01029618,1591.00
E01029619,1864.00
E01029620,1196.00
E01029621,1538.00
E01029622,1656.00
E01029623,1118.00
E01029624,1461.00
E01029625,1086.00
E01029626,1497.00
E01029627,1460.00
E01029628,1210.00
E01029629,1236.00
E01029630,1442.00
E01029631,1488.00
E01029632,1833.00
E01029633,1783.00
E01029634,1543.00
E01029635,1742.00
E01029636,1410.00
E01029637,1688.00
E01029638,2027.00
E01029639,1453.00
E01029640,1480.00
E01029641,1949.00
E01029642,1452.00
E01029643,1520.00
E01029644,1424.00
E01029645,2055.00
E01029646,1616.00
E01029647,2466.00
E01029648,1475.00
E01029649,1171.00
E01029650,1529.00
E01029651,1505.00
E01029652,1687.00
E01029653,1259.00
E01029654,2277.00
E01029655,2090.00
E01029656,1818.00
E01029657,1742.00
E01029658,1254.00
E01029659,1368.00
E01029660,2126.00
E01029661,1979.00
E01029662,2181.00
E01029663,1471.00
E01029664,1592.00
E01029665,1844.00
E01029666,1622.00
E01029667,2230.00
E01029668,1287.00
E01029669,1275.00
E01029670,1681.00
E01029671,1545.00
E01029672,1776.00
E01029673,1618.00
E01029674,1788.00
E01029675,1494.00
E01029676,1062.00
E01029677,1313.00
E01029678,1777.00
E01029679,1478.00
E01029680,1494.00
E01029681,1158.00
E01029682,1641.00
E01029683,1269.00
E01029684,1532.00
E01029685,1535.00
E01029686,1316.00
E01029687,1957.00
E01029688,2356.00
E01029689,1621.00
E01029690,1511.00
E01029691,1431.00
E01029692,1620.00
E01029693,1606.00
E01029694,1551.00
E01029695,2018.00
E01029696,1507.00
E01029697,1347.00
E01029698,1559.00
E01029699,2098.00
E01029700,1308.00
E01029701,1965.00
E01029702,1504.00
E01029703,1631.00
E01029704,1316.00
E01029705,1524.00
E01029706,1703.00
E01029707,1493.00
E01029708,1939.00
E01029709,1454.00
E01029710,1430.00
E01029711,1514.00
E01029712,1857.00
E01029713,1596.00
E01029714,1492.00
E01029715,1588.00
E01029716,1618.00
E01029717,1826.00
E01029718,1931.00
E01029719,1539.00
E01029720,1638.00
E01029721,1669.00
E01029722,1612.00
E01029723,1489.00
E01029724,1706.00
E01029725,1871.00
E01029726,1730.00
E01029727,1443.00
E01029728,1443.00
E01029729,1642.00
E01029730,1081.00
E01029731,1666.00
E01029732,2975.00
E01029733,1927.00
E01029734,2222.00
E01029735,2279.00
E01029736,1549.00
E01029737,1510.00
E01029738,1312.00
E01029739,1584.00
E01029740,1643.00
E01029741,1682.00
E01029742,2130.00
E01029743,1444.00
E01029744,2300.00
E01029745,1769.00
E01029746,1504.00
E01029747,1519.00
E01029748,1436.00
E01029749,1765.00
E01029750,1902.00
E01029751,1501.00
E01029752,1277.00
E01029753,1244.00
E01029754,1331.00
E01029755,1342.00
E01029756,1897.00
E01029757,1536.00
E01029758,1522.00
E01029759,1710.00
E01029760,1590.00
E01029761,1422.00
E01029762,1641.00
E01029763,1646.00
E01029764,1978.00
E01029765,1396.00
E01029766,1494.00
E01029767,1632.00
E01029768,1488.00
E01029769,1774.00
E01029770,1967.00
E01029771,1572.00
E01029772,1702.00
E01029773,1501.00
E01029774,2101.00
E01029775,1481.00
E01029776,1793.00
E01029777,1558.00
E01029778,1693.00
E01029779,1622.00
E01029780,1510.00
E01029781,1451.00
E01029782,1938.00
E01029783,1532.00
E01029784,2088.00
E01029785,1827.00
E01029786,1486.00
E01029787,1724.00
E01029788,1409.00
E01029789,999.00
E01029790,1960.00
E01029791,1419.00
E01029792,2387.00
E01029793,1661.00
E01029794,1477.00
E01029795,1712.00
E01029796,1565.00
E01029797,1586.00
E01029798,1691.00
E01029799,1838.00
E01029800,1670.00
E01029801,1854.00
E01029802,1912.00
E01029803,1861.00
E01029804,1690.00
E01029805,1707.00
E01029806,1504.00
E01029807,1135.00
E01029808,1587.00
E01029809,1474.00
E01029810,1405.00
E01029811,1616.00
E01029812,1964.00
E01029813,2329.00
E01029814,1731.00
E01029815,1497.00
E01029816,1375.00
E01029817,1791.00
E01029818,1528.00
E01029819,1577.00
E01029820,1528.00
E01029821,1416.00
E01029822,1541.00
E01029823,1474.00
E01029824,1808.00
E01029825,1305.00
E01029826,1604.00
E01029827,1436.00
E01029828,1370.00
E01029829,2178.00
E01029830,1195.00
E01029831,1495.00
E01029832,1769.00
E01029833,1720.00
E01029834,1596.00
E01029835,1741.00
E01029836,1354.00
E01029837,1605.00
E01029838,1601.00
E01029839,1207.00
E01029840,1409.00
E01029841,1377.00
E01029842,1349.00
E01029843,1527.00
E01029844,1191.00
E01029845,1128.00
E01029846,1225.00
E01029847,1332.00
E01029848,1220.00
E01029849,1570.00
E01029850,1365.00
E01029851,2144.00
E01029852,1755.00
E01029853,1773.00
E01029854,1451.00
E01029855,1496.00
E01029856,1494.00
E01029857,1402.00
E01029858,1560.00
E01029859,1767.00
E01029860,1314.00
E01029861,1388.00
E01029862,1244.00
E01029863,1769.00
E01029864,1555.00
E01029865,1671.00
E01029867,1507.00
E01029868,1394.00
E01029869,1654.00
E01029870,1209.00
E01029871,1377.00
E01029872,1350.00
E01029873,2196.00
E01029874,1736.00
E01029875,2222.00
E01029876,2207.00
E01029877,1333.00
E01029878,1245.00
E01029879,1501.00
E01029880,1739.00
E01029881,2120.00
E01029882,1579.00
E01029883,2034.00
E01029884,1629.00
E01029885,2239.00
E01029886,1365.00
E01029887,1687.00
E01029888,1303.00
E01029889,1323.00
E01029890,1271.00
E01029891,2446.00
E01029892,1949.00
E01029893,3121.00
E01029894,1164.00
E01029895,1127.00
E01029896,1402.00
E01029897,2300.00
E01029898,1750.00
E01029899,1687.00
E01029900,1623.00
E01029901,2095.00
E01029902,2201.00
E01029903,1438.00
E01029904,1450.00
E01029905,1131.00
E01029906,1802.00
E01029907,2223.00
E01029908,1661.00
E01029909,1613.00
E01029910,1218.00
E01029911,2145.00
E01029912,1698.00
E01029913,1120.00
E01029914,1654.00
E01029915,1251.00
E01029916,1301.00
E01029917,2041.00
E01029918,1127.00
E01029919,1487.00
E01029920,1748.00
E01029921,1268.00
E01029922,1597.00
E01029923,1397.00
E01029925,1821.00
E01029926,1698.00
E01029927,2408.00
E01029928,1843.00
E01029929,2221.00
E01029930,1703.00
E01029937,1934.00
E01029938,1545.00
E01029939,1457.00
E01029940,1537.00
E01029941,1743.00
E01029942,1509.00
E01029944,1697.00
E01029945,1938.00
E01029946,2197.00
E01029947,2288.00
E01029949,1523.00
E01029950,1954.00
E01029951,1375.00
E01029952,1297.00
E01029953,1454.00
E01029954,2381.00
E01029955,1873.00
E01029956,1437.00
E01029957,1850.00
E01029958,1377.00
E01029960,2084.00
E01029961,1587.00
E01029962,1658.00
E01029963,1507.00
E01029964,1326.00
E01029965,1463.00
E01029966,1452.00
E01029967,1350.00
E01029968,1561.00
E01029969,1345.00
E01029970,1717.00
E01029971,1502.00
E01029973,1502.00
E01029974,1486.00
E01029975,1339.00
E01029976,1455.00
E01029977,1504.00
E01029978,1321.00
E01029979,1753.00
E01029980,1666.00
E01029981,1208.00
E01029982,1459.00
E01029983,1628.00
E01029984,1588.00
E01029985,2545.00
E01029986,1644.00
E01029987,1619.00
E01029988,1986.00
E01029990,1629.00
E01029991,1568.00
E01029992,1398.00
E01029994,1612.00
E01029995,1600.00
E01029996,1710.00
E01029997,1546.00
E01029998,1844.00
E01029999,1687.00
E01030000,1607.00
E01030001,1560.00
E01030002,1924.00
E01030003,1698.00
E01030004,1297.00
E01030005,2474.00
E01030006,1806.00
E01030007,1886.00
E01030008,1283.00
E01030009,1362.00
E01030010,2064.00
E01030011,1558.00
E01030012,1162.00
E01030013,1402.00
E01030014,1325.00
E01030015,1299.00
E01030016,1379.00
E01030017,1361.00
E01030018,1501.00
E01030019,1498.00
E01030020,1443.00
E01030021,1441.00
E01030022,2417.00
E01030023,2016.00
E01030024,2602.00
E01030025,1981.00
E01030026,1809.00
E01030027,2281.00
E01030028,1632.00
E01030029,1617.00
E01030030,2062.00
E01030031,1574.00
E01030032,1571.00
E01030033,1429.00
E01030034,1365.00
E01030035,1885.00
E01030036,1805.00
E01030037,1251.00
E01030038,1225.00
E01030039,1503.00
E01030040,1258.00
E01030041,2209.00
E01030042,1539.00
E01030043,1546.00
E01030044,1177.00
E01030045,1739.00
E01030046,1721.00
E01030047,1274.00
E01030048,2376.00
E01030049,1729.00
E01030050,2097.00
E01030051,1693.00
E01030052,2237.00
E01030053,2304.00
E01030054,1367.00
E01030055,1418.00
E01030056,2153.00
E01030057,2376.00
E01030058,2097.00
E01030059,2370.00
E01030060,1599.00
E01030061,1668.00
E01030062,1397.00
E01030063,2349.00
E01030064,2344.00
E01030065,2165.00
E01030066,1475.00
E01030067,1446.00
E01030068,1799.00
E01030069,1314.00
E01030070,2241.00
E01030071,1493.00
E01030072,1760.00
E01030073,1560.00
E01030075,1597.00
E01030076,1589.00
E01030077,1398.00
E01030078,1760.00
E01030079,1634.00
E01030080,1612.00
E01030081,2264.00
E01030082,2696.00
E01030083,2346.00
E01030084,1644.00
E01030085,1730.00
E01030086,1264.00
E01030087,1352.00
E01030088,1173.00
E01030089,2005.00
E01030090,2514.00
E01030091,1940.00
E01030092,1680.00
E01030093,1510.00
E01030094,1432.00
E01030095,1220.00
E01030096,1424.00
E01030097,1170.00
E01030098,2348.00
E01030099,2054.00
E01030100,2138.00
E01030101,2059.00
E01030103,2021.00
E01030104,2199.00
E01030105,1884.00
E01030106,2532.00
E01030107,1588.00
E01030108,1948.00
E01030109,1953.00
E01030110,2912.00
E01030111,1340.00
E01030112,1693.00
E01030113,2064.00
E01030114,1606.00
E01030115,2395.00
E01030116,2350.00
E01030117,1542.00
E01030118,1616.00
E01030119,2276.00
E01030120,2204.00
E01030121,2272.00
E01030122,2050.00
E01030123,1529.00
E01030124,1534.00
E01030125,1470.00
E01030127,1225.00
E01030128,1500.00
E01030129,1397.00
E01030130,1294.00
E01030131,1395.00
E01030132,1969.00
E01030133,1446.00
E01030134,1194.00
E01030135,1546.00
E01030137,1653.00
E01030138,2405.00
E01030139,1718.00
E01030140,1261.00
E01030141,1635.00
E01030142,1734.00
E01030143,1573.00
E01030144,1265.00
E01030145,1407.00
E01030146,1304.00
E01030147,1547.00
E01030148,1224.00
E01030149,1482.00
E01030150,2192.00
E01030151,1936.00
E01030152,1988.00
E01030153,1182.00
E01030154,2053.00
E01030155,2149.00
E01030158,1412.00
E01030159,1468.00
E01030160,1446.00
E01030161,1386.00
E01030162,1541.00
E01030163,1681.00
E01030164,1572.00
E01030165,1680.00
E01030166,1524.00
E01030167,1379.00
E01030168,1453.00
E01030169,1511.00
E01030170,1678.00
E01030171,1915.00
E01030172,1851.00
E01030173,1727.00
E01030174,1397.00
E01030175,2377.00
E01030176,1903.00
E01030179,2898.00
E01030180,1446.00
E01030181,2104.00
E01030183,2027.00
E01030184,1768.00
E01030185,1986.00
E01030186,1407.00
E01030187,1565.00
E01030188,1732.00
E01030189,1634.00
E01030190,1870.00
E01030191,1575.00
E01030192,1421.00
E01030193,1671.00
E01030194,1649.00
E01030195,1689.00
E01030196,1614.00
E01030197,1731.00
E01030198,1305.00
E01030199,1761.00
E01030200,2295.00
E01030201,2077.00
E01030203,2084.00
E01030204,1923.00
E01030205,1304.00
E01030206,1475.00
E01030207,1507.00
E01030208,1261.00
E01030209,1784.00
E01030210,2273.00
E01030211,1974.00
E01030212,1886.00
E01030214,1294.00
E01030215,1346.00
E01030216,1516.00
E01030217,1304.00
E01030218,1500.00
E01030219,1944.00
E01030220,2121.00
E01030221,1977.00
E01030222,1932.00
E01030223,1748.00
E01030224,1623.00
E01030225,1645.00
E01030226,1850.00
E01030227,1507.00
E01030228,1907.00
E01030229,2154.00
E01030230,1781.00
E01030231,1515.00
E01030232,1774.00
E01030233,1445.00
E01030234,1572.00
E01030235,1465.00
E01030236,1909.00
E01030237,3083.00
E01030238,1876.00
E01030239,2032.00
E01030240,1507.00
E01030241,1485.00
E01030242,1411.00
E01030243,1484.00
E01030244,1790.00
E01030245,1652.00
E01030246,1427.00
E01030247,1622.00
E01030248,1600.00
E01030249,1678.00
E01030250,1868.00
E01030251,1572.00
E01030252,1675.00
E01030253,1848.00
E01030254,1491.00
E01030255,1364.00
E01030256,1494.00
E01030257,1568.00
E01030258,1599.00
E01030259,1174.00
E01030260,1039.00
E01030261,1535.00
E01030262,1256.00
E01030263,1449.00
E01030264,1437.00
E01030265,1586.00
E01030266,1633.00
E01030267,1366.00
E01030268,1349.00
E01030269,1625.00
E01030270,1555.00
E01030271,1422.00
E01030272,1433.00
E01030273,1485.00
E01030274,1186.00
E01030275,1135.00
E01030276,1238.00
E01030277,1189.00
E01030278,1537.00
E01030279,1378.00
E01030280,1454.00
E01030281,2579.00
E01030282,992.00
E01030283,1451.00
E01030284,1275.00
E01030285,2282.00
E01030286,2237.00
E01030287,1451.00
E01030288,1441.00
E01030289,1480.00
E01030290,1502.00
E01030291,1546.00
E01030292,1526.00
E01030293,1638.00
E01030294,1572.00
E01030295,2230.00
E01030296,1789.00
E01030297,2190.00
E01030298,1540.00
E01030299,1655.00
E01030300,1566.00
