LSOA code (2011),Total population: mid 2015 (excluding prisoners)
E01004091,1276.00
E01004092,1501.00
E01004093,1539.00
E01004094,1813.00
E01004095,1514.00
E01004096,1509.00
E01004097,1728.00
E01004098,1272.00
E01004099,1446.00
E01004100,1475.00
E01004101,1399.00
E01004102,1434.00
E01004103,1680.00
E01004104,1566.00
E01004105,1881.00
E01004106,1604.00
E01004107,1609.00
E01004108,2020.00
E01004109,1712.00
E01004110,1977.00
E01004111,1573.00
E01004112,1605.00
E01004114,1737.00
E01004115,1763.00
E01004116,1607.00
E01004117,1392.00
E01004118,1829.00
E01004119,1432.00
E01004120,1622.00
E01004121,1629.00
E01004122,1408.00
E01004123,2360.00
E01004124,1930.00
E01004125,1604.00
E01004126,1465.00
E01004127,1702.00
E01004128,1478.00
E01004129,1908.00
E01004130,1609.00
E01004131,1720.00
E01004132,1545.00
E01004133,1475.00
E01004134,1457.00
E01004135,1447.00
E01004136,1558.00
E01004137,1710.00
E01004138,1696.00
E01004139,1433.00
E01004140,1568.00
E01004141,1652.00
E01004142,2266.00
E01004143,1447.00
E01004144,1686.00
E01004145,2175.00
E01004146,1758.00
E01004147,1606.00
E01004148,1745.00
E01004149,1930.00
E01004150,1659.00
E01004151,1858.00
E01004152,1781.00
E01004153,1892.00
E01004154,1441.00
E01004155,1769.00
E01004156,1887.00
E01004157,1252.00
E01004158,1589.00
E01004159,1559.00
E01004160,1647.00
E01004161,1524.00
E01004162,1597.00
E01004163,1654.00
E01004164,1408.00
E01004165,1770.00
E01004166,1480.00
E01004167,1391.00
E01004168,1560.00
E01004169,1372.00
E01004170,2211.00
E01004171,1528.00
E01004172,1668.00
E01004173,1347.00
E01004174,1470.00
E01004175,1737.00
E01004176,1602.00
E01004177,1935.00
E01004178,2193.00
E01004179,1581.00
E01004180,1687.00
E01004181,1739.00
E01004182,1632.00
E01004183,1787.00
E01004184,1628.00
E01004185,1526.00
E01004186,1754.00
E01004187,1613.00
E01004188,1842.00
E01004189,1982.00
E01004190,1384.00
E01004191,1850.00
E01004192,1993.00
E01004193,2941.00
E01004194,1462.00
E01004195,1709.00
E01004196,1527.00
E01004197,2919.00
E01004198,1610.00
E01004199,1692.00
E01004200,1534.00
E01004201,1654.00
E01004202,1736.00
E01004203,1903.00
E01004204,1842.00
E01004205,2324.00
E01004206,1481.00
E01004207,1373.00
E01004208,2283.00
E01004209,1421.00
E01004211,1592.00
E01004212,1989.00
E01004214,1679.00
E01004215,3795.00
E01004216,1839.00
E01004217,1984.00
E01004218,1896.00
E01004219,2384.00
E01004221,2134.00
E01004222,2862.00
E01004223,2321.00
E01004224,2307.00
E01004225,2696.00
E01004226,2227.00
E01004228,2120.00
E01004229,1617.00
E01004230,2225.00
E01004231,1889.00
E01004232,1791.00
E01004233,2085.00
E01004234,2193.00
E01004235,1380.00
E01004236,1772.00
E01004237,1433.00
E01004238,4477.00
E01004239,1670.00
E01004240,1894.00
E01004241,1801.00
E01004242,4375.00
E01004243,1697.00
E01004244,2185.00
E01004245,1517.00
E01004246,2598.00
E01004247,2585.00
E01004248,1743.00
E01004249,2247.00
E01004250,2613.00
E01004251,2324.00
E01004252,2969.00
E01004253,3171.00
E01004254,2760.00
E01004255,1691.00
E01004256,1927.00
E01004257,2157.00
E01004258,1580.00
E01004259,1744.00
E01004260,1862.00
E01004261,2532.00
E01004262,1666.00
E01004263,1514.00
E01004264,1577.00
E01004266,1539.00
E01004267,2322.00
E01004268,1963.00
E01004269,2471.00
E01004270,2789.00
E01004271,1710.00
E01004272,2500.00
E01004273,2419.00
E01004274,2142.00
E01004275,2231.00
E01004276,2325.00
E01004277,1710.00
E01004280,1950.00
E01004281,1899.00
E01004283,2607.00
E01004284,3602.00
E01004285,2206.00
E01004286,2557.00
E01004287,2321.00
E01004288,1747.00
E01004289,2076.00
E01004290,1932.00
E01004291,1983.00
E01004292,1894.00
E01004293,2177.00
E01004294,1818.00
E01004295,1879.00
E01004296,2279.00
E01004297,1972.00
E01004298,1708.00
E01004300,1541.00
E01004301,1402.00
E01004302,2243.00
E01004303,2894.00
E01004304,2117.00
E01004305,2099.00
E01004306,1664.00
E01004307,2869.00
E01004308,1516.00
E01004309,3314.00
E01004310,1980.00
E01004311,1657.00
E01004312,1551.00
E01004313,2230.00
E01004314,1164.00
E01004315,1744.00
E01004316,1137.00
E01004317,3633.00
E01004318,1600.00
E01004319,2099.00
E01004321,1928.00
E01004322,1346.00
E01004323,1576.00
E01004324,1606.00
E01004325,3066.00
E01004326,1755.00
E01004327,1204.00
E01004328,1940.00
E01004329,1950.00
E01004330,1794.00
E01004331,1971.00
E01004332,1957.00
E01004333,1809.00
E01004334,1532.00
E01004335,1732.00
E01004336,1864.00
E01004337,2085.00
E01004338,1787.00
E01004339,1925.00
E01004340,1786.00
E01004341,2000.00
E01004342,2327.00
E01004343,1812.00
E01004344,1900.00
E01004345,1974.00
E01004346,1773.00
E01004347,2152.00
E01004348,2837.00
E01004349,1516.00
E01004350,1848.00
E01004351,1617.00
E01004352,1907.00
E01004353,1837.00
E01004354,1884.00
E01004355,1668.00
E01004356,1619.00
E01004357,1613.00
E01004358,1830.00
E01004359,1719.00
E01004360,1336.00
E01004361,1323.00
E01004362,1680.00
E01004363,1612.00
E01004364,1959.00
E01004365,2344.00
E01004366,2022.00
E01004367,1684.00
E01004368,1954.00
E01004369,1921.00
E01004370,1879.00
E01004371,1644.00
E01004372,1985.00
E01004373,1871.00
E01004374,1959.00
E01004375,1860.00
E01004376,2065.00
E01004377,1837.00
E01004378,1983.00
E01004379,1874.00
E01004380,1553.00
E01004381,1968.00
E01004382,1455.00
E01004383,1705.00
E01004384,2065.00
E01004385,1386.00
E01004386,1703.00
E01004387,1510.00
E01004388,1609.00
E01004389,1761.00
E01004390,1592.00
E01004391,2159.00
E01004392,2507.00
E01004393,2229.00
E01004394,1825.00
E01004395,1625.00
E01004396,1945.00
E01004397,2559.00
E01004398,2067.00
E01004399,1729.00
E01004400,1730.00
E01004401,2302.00
E01004402,1828.00
E01004403,1870.00
E01004404,2772.00
E01004405,1631.00
E01004406,1909.00
E01004407,2427.00
E01004408,1653.00
E01004409,1688.00
E01004410,1768.00
E01004411,1691.00
E01004412,1776.00
E01004413,1648.00
E01004414,1713.00
E01004415,1616.00
E01004416,1730.00
E01004417,1797.00
E01004418,1764.00
E01004419,1817.00
E01004420,2075.00
E01004421,2098.00
E01004422,1751.00
E01004423,2121.00
E01004424,1817.00
E01004425,2071.00
E01004426,1747.00
E01004427,2201.00
E01004428,1989.00
E01004429,2015.00
E01004430,2224.00
E01004432,1867.00
E01004434,2026.00
E01004435,2302.00
E01004436,1850.00
E01004437,1938.00
E01004438,2248.00
E01004439,1811.00
E01004440,2264.00
E01004441,1717.00
E01004442,1771.00
E01004443,1887.00
E01004444,2566.00
E01004445,1634.00
E01004446,2000.00
E01004447,1880.00
E01004448,1898.00
E01004449,1774.00
E01004450,1744.00
E01004451,1865.00
E01004452,1772.00
E01004453,1718.00
E01004454,1929.00
E01004455,1670.00
E01004456,1651.00
E01004457,1874.00
E01004458,1984.00
E01004459,1705.00
E01004460,1893.00
E01004461,2320.00
E01004462,1918.00
E01004463,2012.00
E01004464,1681.00
E01004465,1517.00
E01004466,1609.00
E01004467,2400.00
E01004468,1712.00
E01004469,1721.00
E01004470,1566.00
E01004471,1806.00
E01004472,1924.00
E01004473,1743.00
E01004474,1923.00
E01004475,1469.00
E01004476,1921.00
E01004477,1705.00
E01004478,1629.00
E01004479,1602.00
E01004480,1749.00
E01004481,1637.00
E01004482,1601.00
E01004483,2098.00
E01004484,1463.00
E01004485,1638.00
E01004486,1409.00
E01004487,1534.00
E01004488,1472.00
E01004489,1388.00
E01004490,1470.00
E01004491,2944.00
E01004492,1716.00
E01004493,1862.00
E01004494,1788.00
E01004495,1466.00
E01004496,2099.00
E01004497,1440.00
E01004498,1564.00
E01004499,1526.00
E01004500,1915.00
E01004501,1554.00
E01004502,1615.00
E01004503,1674.00
E01004504,1490.00
E01004505,1687.00
E01004506,1938.00
E01004507,1981.00
E01004508,2155.00
E01004509,2288.00
E01004510,2151.00
E01004511,1593.00
E01004512,1495.00
E01004513,1917.00
E01004514,1789.00
E01004515,1828.00
E01004516,1796.00
E01004517,2267.00
E01004518,1826.00
E01004519,1832.00
E01004520,1440.00
E01004521,2224.00
E01004522,1743.00
E01004523,1839.00
E01004524,1867.00
E01004525,1954.00
E01004526,1679.00
E01004527,1589.00
E01004528,1743.00
E01004529,2247.00
E01004530,1863.00
E01004531,1656.00
E01004532,1483.00
E01004533,1347.00
E01004534,1863.00
E01004535,1774.00
E01004536,2525.00
E01004537,1854.00
E01004538,2099.00
E01004539,2033.00
E01004540,2091.00
E01004541,1706.00
E01004542,1607.00
E01004543,1659.00
E01004544,1483.00
E01004545,1689.00
E01004546,1524.00
E01004547,1494.00
E01004548,2087.00
E01004549,1663.00
E01004550,1536.00
E01004551,1860.00
E01004552,2164.00
E01004553,1812.00
E01004554,1756.00
E01004555,1747.00
E01004556,1763.00
E01004557,1670.00
E01004558,1862.00
E01004559,1494.00
E01004560,2104.00
E01004562,1872.00
E01004563,2250.00
E01004564,1748.00
E01004565,1689.00
E01004566,1605.00
E01004567,2449.00
E01004568,1862.00
E01004569,2401.00
E01004570,2038.00
E01004571,1859.00
E01004572,1712.00
E01004573,1727.00
E01004574,1873.00
E01004575,1700.00
E01004576,1618.00
E01004577,2006.00
E01004579,1597.00
E01004580,2098.00
E01004581,1822.00
E01004582,2195.00
E01004583,1921.00
E01004584,1778.00
E01004585,2043.00
E01004586,2089.00
E01004587,1925.00
E01004588,2016.00
E01004589,1902.00
E01004590,1859.00
E01004591,1952.00
E01004592,1724.00
E01004593,1783.00
E01004594,1515.00
E01004595,1723.00
E01004596,1600.00
E01004597,1772.00
E01004598,1764.00
E01004599,1545.00
E01004600,2417.00
E01004601,2283.00
E01004602,1673.00
E01004604,1651.00
E01004605,1799.00
E01004606,1707.00
E01004607,1775.00
E01004608,1661.00
E01004609,2029.00
E01004610,1945.00
E01004611,1574.00
E01004612,1653.00
E01004613,1549.00
E01004614,2160.00
E01004615,1835.00
E01004616,2174.00
E01004617,1951.00
E01004618,1507.00
E01004619,1404.00
E01004620,1733.00
E01004621,1662.00
E01004622,1523.00
E01004623,1791.00
E01004624,1548.00
E01004625,1417.00
E01004626,1877.00
E01004627,1656.00
E01004628,2333.00
E01004629,1636.00
E01004630,1761.00
E01004631,1539.00
E01004632,1494.00
E01004633,1560.00
E01004634,1531.00
E01004635,1658.00
E01004636,1547.00
E01004637,1443.00
E01004638,1463.00
E01004639,1677.00
E01004640,1717.00
E01004641,1878.00
E01004642,2170.00
E01004643,2072.00
E01004644,2317.00
E01004645,2206.00
E01004646,1871.00
E01004647,1729.00
E01004648,2674.00
E01004649,1950.00
E01004650,2376.00
E01004651,2344.00
E01004652,1932.00
E01004653,1956.00
E01004654,2640.00
E01004656,2253.00
E01004657,1612.00
E01004658,1446.00
E01004659,2113.00
E01004660,2144.00
E01004661,2013.00
E01004662,1953.00
E01004663,1678.00
E01004665,1685.00
E01004666,1077.00
E01004667,1747.00
E01004668,1515.00
E01004669,1753.00
E01004670,2898.00
E01004674,2256.00
E01004675,2466.00
E01004676,1759.00
E01004677,1919.00
E01004678,2166.00
E01004679,2361.00
E01004680,1407.00
E01004681,2198.00
E01004682,1587.00
E01004683,1520.00
E01004684,1590.00
E01004686,1306.00
E01004687,1703.00
E01004688,2404.00
E01004689,1444.00
E01004690,1700.00
E01004691,1633.00
E01004692,1549.00
E01004693,1568.00
E01004694,2037.00
E01004695,1409.00
E01004696,1618.00
E01004697,1706.00
E01004698,1684.00
E01004699,2374.00
E01004700,2005.00
E01004701,1722.00
E01004702,2783.00
E01004703,2425.00
E01004705,1603.00
E01004706,1669.00
E01004707,2091.00
E01004708,1716.00
E01004709,1773.00
E01004710,1715.00
E01004711,1965.00
E01004712,1959.00
E01004713,1973.00
E01004714,2199.00
E01004715,2292.00
E01004716,1692.00
E01004717,1779.00
E01004718,2173.00
E01004719,2042.00
E01004720,2159.00
E01004721,2131.00
E01004722,2524.00
E01004723,2475.00
E01004724,1997.00
E01004725,1582.00
E01004726,1904.00
E01004727,2351.00
E01004728,1666.00
E01004729,1778.00
E01004730,1908.00
E01004731,2043.00
E01004732,1727.00
E01004733,2605.00
E01004734,1662.00
E01004735,1192.00
E01004736,1655.00
E01004737,1416.00
E01004738,1700.00
E01004739,1342.00
E01004740,1636.00
E01004741,1411.00
E01004742,1491.00
E01004743,1587.00
E01004744,1456.00
E01004745,2420.00
E01004746,1559.00
E01004747,2505.00
E01004748,1749.00
E01004749,3016.00
E01004750,1622.00
E01004751,1879.00
E01004752,1768.00
E01004753,1801.00
E01004754,1814.00
E01004755,2504.00
E01004756,1829.00
E01004757,1694.00
E01004760,1703.00
E01004761,1978.00
E01004762,2459.00
E01004763,2505.00
E01004765,2249.00
E01004766,1616.00
E01004767,1777.00
E01004768,1546.00
E01004769,1459.00
E01004770,1436.00
E01004771,1720.00
E01004772,1762.00
E01004773,2307.00
E01004774,1750.00
E01004775,1750.00
E01004776,1797.00
E01004777,1582.00
E01004778,1194.00
E01004779,1571.00
E01004780,2125.00
E01004781,1954.00
E01004782,1155.00
E01004783,1460.00
E01004784,1215.00
E01004785,1552.00
E01004786,1415.00
E01004787,1610.00
E01004788,1366.00
E01004789,1390.00
E01004790,1360.00
E01004791,1180.00
E01004792,1427.00
E01004793,1792.00
E01004794,1857.00
E01004795,1518.00
E01004796,1607.00
E01004797,1457.00
E01004798,1629.00
E01004799,1334.00
E01004800,1210.00
E01004801,1648.00
E01004802,1876.00
E01004803,1610.00
E01004804,1515.00
E01004805,1617.00
E01004806,1482.00
E01004807,1460.00
E01004808,1594.00
E01004809,1795.00
E01004810,1622.00
E01004811,1493.00
E01004812,2044.00
E01004813,1454.00
E01004814,1528.00
E01004815,1629.00
E01004816,1629.00
E01004817,1623.00
E01004818,1633.00
E01004819,1368.00
E01004820,1549.00
E01004822,1583.00
E01004823,1845.00
E01004824,1736.00
E01004825,1619.00
E01004826,1667.00
E01004827,1857.00
E01004828,1917.00
E01004829,1431.00
E01004830,1580.00
E01004831,1730.00
E01004832,1491.00
E01004833,1555.00
E01004834,1699.00
E01004835,1523.00
E01004836,1582.00
E01004837,1580.00
E01004838,1803.00
E01004839,2091.00
E01004840,1704.00
E01004841,1723.00
E01004842,1695.00
E01004843,1552.00
E01004844,1608.00
E01004845,1755.00
E01004846,1370.00
E01004847,2206.00
E01004848,1627.00
E01004849,1625.00
E01004850,1736.00
E01004851,1581.00
E01004852,1573.00
E01004853,1571.00
E01004854,1629.00
E01004855,1438.00
E01004856,1387.00
E01004857,1604.00
E01004858,1576.00
E01004859,1577.00
E01004860,1526.00
E01004861,1681.00
E01004862,1456.00
E01004863,1582.00
E01004864,1621.00
E01004865,1368.00
E01004866,1750.00
E01004867,1567.00
E01004868,1751.00
E01004869,1803.00
E01004870,1821.00
E01004871,1599.00
E01004872,1639.00
E01004873,1842.00
E01004874,1795.00
E01004875,1604.00
E01004876,1803.00
E01004877,1816.00
E01004878,1528.00
E01004879,1418.00
E01004880,1385.00
E01004881,1522.00
E01004882,1376.00
E01004883,1518.00
E01004884,1413.00
E01004885,1430.00
E01004886,1359.00
E01004887,1372.00
E01004888,1304.00
E01004889,1480.00
E01004890,1400.00
E01004891,1543.00
E01004892,1582.00
E01004893,1479.00
E01004894,1900.00
E01004895,1224.00
E01004896,1351.00
E01004897,1057.00
E01004899,1636.00
E01004900,1595.00
E01004901,1843.00
E01004902,1739.00
E01004903,1476.00
E01004904,1731.00
E01004905,1574.00
E01004906,1916.00
E01004907,1299.00
E01004908,1324.00
E01004909,1425.00
E01004910,2171.00
E01004911,1546.00
E01004912,1423.00
E01004913,1958.00
E01004914,1195.00
E01004915,1282.00
E01004916,1451.00
E01004917,2207.00
E01004918,1239.00
E01004919,1468.00
E01004920,1576.00
E01004921,1532.00
E01004922,1949.00
E01004923,1663.00
E01004924,1461.00
E01004925,1437.00
E01004926,1338.00
E01004927,2171.00
E01004928,1400.00
E01004929,1952.00
E01004930,1565.00
E01004931,1680.00
E01004932,1540.00
E01004933,1305.00
E01004934,1517.00
E01004935,1812.00
E01004936,1998.00
E01004937,1476.00
E01004938,1561.00
E01004939,1552.00
E01004940,1502.00
E01004941,1834.00
E01004942,1550.00
E01004943,1696.00
E01004944,1600.00
E01004945,1528.00
E01004946,1628.00
E01004947,1524.00
E01004948,1891.00
E01004949,1428.00
E01004950,1456.00
E01004951,1544.00
E01004952,1410.00
E01004953,1463.00
E01004954,1399.00
E01004955,1335.00
E01004956,1735.00
E01004957,1780.00
E01004958,1460.00
E01004959,1717.00
E01004960,1491.00
E01004961,1496.00
E01004962,1975.00
E01004963,1589.00
E01004964,1851.00
E01004965,1230.00
E01004966,1717.00
E01004967,1257.00
E01004968,1497.00
E01004969,1539.00
E01004970,1511.00
E01004971,1493.00
E01004972,1489.00
E01004973,1503.00
E01004974,1381.00
E01004975,1578.00
E01004976,1504.00
E01004977,1735.00
E01004978,1642.00
E01004979,1655.00
E01004980,1330.00
E01004981,1490.00
E01004982,1430.00
E01004983,1298.00
E01004984,1326.00
E01004985,1432.00
E01004986,1642.00
E01004987,1237.00
E01004988,1547.00
E01004989,1433.00
E01004990,1468.00
E01004991,1405.00
E01004992,1486.00
E01004993,1423.00
E01004994,1380.00
E01004995,1577.00
E01004996,1436.00
E01004997,1720.00
E01004998,1469.00
E01004999,1506.00
E01005000,1551.00
E01005001,1336.00
E01005002,1561.00
E01005003,1423.00
E01005004,1481.00
E01005005,1410.00
E01005006,1514.00
E01005007,1445.00
E01005008,2145.00
E01005009,1605.00
E01005010,1605.00
E01005011,1349.00
E01005012,1792.00
E01005013,2619.00
E01005014,1486.00
E01005015,1550.00
E01005016,1519.00
E01005017,1671.00
E01005018,1553.00
E01005019,1512.00
E01005020,1420.00
E01005021,1204.00
E01005022,1563.00
E01005023,1289.00
E01005024,1801.00
E01005025,1496.00
E01005026,1919.00
E01005027,1778.00
E01005028,2124.00
E01005029,1891.00
E01005030,1594.00
E01005031,1485.00
E01005032,1224.00
E01005033,1574.00
E01005034,1527.00
E01005035,1378.00
E01005036,1875.00
E01005037,1375.00
E01005038,1354.00
E01005039,1507.00
E01005040,1849.00
E01005041,1662.00
E01005042,1879.00
E01005043,1955.00
E01005044,1936.00
E01005045,1608.00
E01005046,1422.00
E01005047,1461.00
E01005048,1625.00
E01005049,1674.00
E01005050,2162.00
E01005051,1589.00
E01005052,1431.00
E01005053,1537.00
E01005054,1487.00
E01005055,1482.00
E01005056,1246.00
E01005057,1537.00
E01005058,1214.00
E01005059,1697.00
E01005060,1684.00
E01005061,1560.00
E01005062,3143.00
E01005063,1743.00
E01005065,2269.00
E01005066,1075.00
E01005067,1301.00
E01005068,1497.00
E01005069,1440.00
E01005070,1635.00
E01005071,1567.00
E01005072,1752.00
E01005073,1536.00
E01005074,1555.00
E01005075,1544.00
E01005076,1403.00
E01005077,1650.00
E01005078,1431.00
E01005079,1564.00
E01005081,1747.00
E01005082,1537.00
E01005083,1718.00
E01005084,2063.00
E01005085,1595.00
E01005086,1792.00
E01005087,2083.00
E01005088,1727.00
E01005089,1724.00
E01005090,1651.00
E01005091,2444.00
E01005092,1793.00
E01005093,1685.00
E01005094,1457.00
E01005097,1756.00
E01005098,1573.00
E01005099,1988.00
E01005100,1581.00
E01005101,1798.00
E01005102,1394.00
E01005103,1713.00
E01005104,1852.00
E01005105,2562.00
E01005106,2172.00
E01005107,1867.00
E01005108,2704.00
E01005111,1412.00
E01005112,1641.00
E01005113,1559.00
E01005114,1804.00
E01005115,1970.00
E01005116,1925.00
E01005117,2151.00
E01005118,1546.00
E01005119,1582.00
E01005120,1908.00
E01005121,1637.00
E01005122,1737.00
E01005123,1647.00
E01005124,1782.00
E01005125,1631.00
E01005126,1952.00
E01005128,2452.00
E01005129,1611.00
E01005130,1323.00
E01005132,1634.00
E01005133,1519.00
E01005135,1706.00
E01005136,1448.00
E01005138,1880.00
E01005139,1687.00
E01005140,3282.00
E01005141,1790.00
E01005142,1971.00
E01005143,2516.00
E01005145,2948.00
E01005146,2547.00
E01005147,2693.00
E01005149,1818.00
E01005150,1884.00
E01005151,1434.00
E01005152,1391.00
E01005153,1645.00
E01005154,1571.00
E01005155,1394.00
E01005156,1520.00
E01005157,1612.00
E01005158,1509.00
E01005159,1580.00
E01005160,1811.00
E01005161,1556.00
E01005162,1734.00
E01005163,1651.00
E01005164,1939.00
E01005165,2234.00
E01005166,1861.00
E01005167,2249.00
E01005168,1455.00
E01005169,1253.00
E01005170,1527.00
E01005171,1758.00
E01005172,1571.00
E01005173,1566.00
E01005174,1536.00
E01005175,1595.00
E01005176,1797.00
E01005177,1404.00
E01005178,2128.00
E01005179,2277.00
E01005180,1930.00
E01005181,2054.00
E01005182,1797.00
E01005183,1828.00
E01005184,2396.00
E01005185,4131.00
E01005186,2483.00
E01005187,2168.00
E01005188,1796.00
E01005189,1759.00
E01005190,2224.00
E01005191,1730.00
E01005192,1564.00
E01005193,1979.00
E01005194,2704.00
E01005195,2135.00
E01005196,2924.00
E01005197,1571.00
E01005198,1901.00
E01005199,2327.00
E01005200,2047.00
E01005201,2162.00
E01005202,1860.00
E01005203,2041.00
E01005205,2144.00
E01005206,1847.00
E01005207,2104.00
E01005208,2998.00
E01005209,3062.00
E01005210,3556.00
E01005212,2336.00
E01005213,2249.00
E01005214,2400.00
E01005215,2111.00
E01005216,1476.00
E01005217,1971.00
E01005218,1759.00
E01005219,2180.00
E01005220,1941.00
E01005221,2384.00
E01005222,2140.00
E01005223,1458.00
E01005224,2085.00
E01005225,1972.00
E01005226,1850.00
E01005227,1941.00
E01005228,1991.00
E01005229,1536.00
E01005230,2034.00
E01005231,2665.00
E01005232,2015.00
E01005233,2422.00
E01005234,2129.00
E01005235,1850.00
E01005236,2128.00
E01005237,2051.00
E01005238,2180.00
E01005239,1804.00
E01005240,3077.00
E01005241,2858.00
E01005242,2748.00
E01005243,2593.00
E01005244,3330.00
E01005245,2485.00
E01005246,2239.00
E01005247,1462.00
E01005248,1353.00
E01005249,2052.00
E01005250,1900.00
E01005251,1586.00
E01005252,1681.00
E01005253,1616.00
E01005254,1586.00
E01005255,1669.00
E01005256,2352.00
E01005257,1793.00
E01005258,1722.00
E01005259,1704.00
E01005260,1463.00
E01005261,1718.00
E01005262,1881.00
E01005263,1589.00
E01005264,1547.00
E01005265,1683.00
E01005266,2027.00
E01005267,1541.00
E01005268,2092.00
E01005269,1512.00
E01005270,1803.00
E01005271,2277.00
E01005272,1851.00
E01005273,1613.00
E01005274,1828.00
E01005275,1607.00
E01005276,1676.00
E01005277,1736.00
E01005278,1980.00
E01005279,2055.00
E01005280,2023.00
E01005281,2037.00
E01005282,1903.00
E01005283,1842.00
E01005284,3833.00
E01005285,1274.00
E01005286,2235.00
E01005287,2150.00
E01005288,1650.00
E01005289,1528.00
E01005290,1560.00
E01005291,1413.00
E01005292,1473.00
E01005293,1202.00
E01005294,1527.00
E01005295,2629.00
E01005296,1756.00
E01005297,2509.00
E01005298,1887.00
E01005299,1524.00
E01005300,1390.00
E01005301,1482.00
E01005302,1977.00
E01005304,1853.00
E01005305,1836.00
E01005306,1531.00
E01005307,1989.00
E01005308,1701.00
E01005309,2503.00
E01005310,1937.00
E01005311,1933.00
E01005312,1950.00
E01005313,1466.00
E01005314,1526.00
E01005315,1637.00
E01005316,1610.00
E01005317,1820.00
E01005318,1909.00
E01005319,2192.00
E01005320,2221.00
E01005321,1781.00
E01005322,1296.00
E01005323,1478.00
E01005324,1586.00
E01005325,1345.00
E01005326,3289.00
E01005327,2006.00
E01005328,1592.00
E01005329,1430.00
E01005330,1565.00
E01005331,1758.00
E01005332,2383.00
E01005333,1258.00
E01005334,1491.00
E01005335,1265.00
E01005336,1580.00
E01005337,2085.00
E01005338,1749.00
E01005339,1420.00
E01005340,1443.00
E01005341,1504.00
E01005342,1319.00
E01005343,1305.00
E01005344,1660.00
E01005345,1598.00
E01005346,1444.00
E01005347,1296.00
E01005348,1674.00
E01005349,2444.00
E01005350,2145.00
E01005351,2089.00
E01005352,1390.00
E01005353,1701.00
E01005354,1752.00
E01005355,1484.00
E01005356,1220.00
E01005357,1332.00
E01005358,1502.00
E01005359,1673.00
E01005360,1382.00
E01005361,1719.00
E01005362,1459.00
E01005363,1530.00
E01005364,1646.00
E01005365,1450.00
E01005366,1441.00
E01005367,1432.00
E01005368,1561.00
E01005369,1568.00
E01005370,1461.00
E01005371,1333.00
E01005372,1178.00
E01005373,1186.00
E01005374,1409.00
E01005375,1458.00
E01005376,1390.00
E01005377,1481.00
E01005378,1631.00
E01005379,1294.00
E01005380,1472.00
E01005381,1737.00
E01005382,1520.00
E01005383,1950.00
E01005386,1396.00
E01005387,1375.00
E01005388,1359.00
E01005389,1690.00
E01005390,1359.00
E01005391,1577.00
E01005392,1489.00
E01005393,1244.00
E01005394,1488.00
E01005395,1397.00
E01005396,1478.00
E01005397,1427.00
E01005398,1444.00
E01005399,1621.00
E01005400,1545.00
E01005401,1767.00
E01005402,1424.00
E01005403,1731.00
E01005406,1392.00
E01005407,1735.00
E01005408,1960.00
E01005409,1649.00
E01005410,1520.00
E01005411,1555.00
E01005412,1764.00
E01005413,1639.00
E01005414,1311.00
E01005415,1064.00
E01005416,1405.00
E01005417,1492.00
E01005418,1543.00
E01005419,1474.00
E01005420,1651.00
E01005421,1884.00
E01005422,1528.00
E01005427,1881.00
E01005428,1738.00
E01005429,1663.00
E01005430,2639.00
E01005431,1710.00
E01005432,1513.00
E01005433,1802.00
E01005434,1863.00
E01005435,2016.00
E01005436,1796.00
E01005437,2129.00
E01005438,2704.00
E01005439,1449.00
E01005440,1296.00
E01005441,1580.00
E01005442,1352.00
E01005443,1387.00
E01005444,1486.00
E01005445,1489.00
E01005446,1357.00
E01005447,1611.00
E01005448,1572.00
E01005449,1263.00
E01005450,2068.00
E01005451,1392.00
E01005452,1327.00
E01005453,1303.00
E01005454,1410.00
E01005455,1586.00
E01005456,1576.00
E01005459,1575.00
E01005460,2648.00
E01005461,2270.00
E01005462,1748.00
E01005463,1401.00
E01005464,1825.00
E01005465,1627.00
E01005466,2363.00
E01005467,1772.00
E01005468,1537.00
E01005469,1792.00
E01005470,2008.00
E01005471,1748.00
E01005472,1631.00
E01005473,1523.00
E01005474,1261.00
E01005475,1651.00
E01005476,1682.00
E01005477,1673.00
E01005478,1567.00
E01005479,1826.00
E01005480,1627.00
E01005481,1734.00
E01005482,1841.00
E01005483,1718.00
E01005484,2063.00
E01005485,2054.00
E01005486,1560.00
E01005487,1691.00
E01005488,1569.00
E01005489,1157.00
E01005490,1161.00
E01005491,1456.00
E01005492,1614.00
E01005493,1629.00
E01005494,1625.00
E01005495,1675.00
E01005496,1371.00
E01005497,1580.00
E01005498,1507.00
E01005499,1481.00
E01005500,1488.00
E01005501,1620.00
E01005502,1411.00
E01005503,1277.00
E01005504,1578.00
E01005505,2091.00
E01005506,1618.00
E01005507,2037.00
E01005508,1944.00
E01005509,1758.00
E01005510,1110.00
E01005511,1210.00
E01005512,1497.00
E01005513,1390.00
E01005514,1624.00
E01005515,1726.00
E01005516,1354.00
E01005517,1459.00
E01005518,1426.00
E01005519,1573.00
E01005520,1781.00
E01005521,1434.00
E01005522,1403.00
E01005523,1905.00
E01005524,1468.00
E01005525,1673.00
E01005526,1558.00
E01005527,1617.00
E01005528,1504.00
E01005529,1664.00
E01005530,1375.00
E01005531,1216.00
E01005532,1418.00
E01005533,1664.00
E01005534,1480.00
E01005535,1570.00
E01005536,1615.00
E01005537,1319.00
E01005538,1573.00
E01005539,1505.00
E01005540,1297.00
